0;1010;-1010;0;4096
0.014;1010;-0.25;1009.75;4096
0.028;1010;-0.41;1009.59;4096
0.042;1010;-0.26;1009.74;4096
0.056;1010;66.36;1076.36;4096
0.07;1010;98.28;1108.28;4096
0.084;1010;257.3;1267.3;4096
0.098;1010;300.14;1310.14;4096
0.112;1010;407.59;1417.59;4096
0.126;1010;430.13;1440.13;4096
0.14;1010;493.7;1503.7;4096
0.154;1010;500.02;1510.02;4096
0.168;1010;491.34;1501.34;4096
0.182;1010;559.87;1569.87;4096
0.196;1010;534.69;1544.69;4096
0.21;1010;583.54;1593.54;4096
0.224;1010;557.23;1567.23;4096
0.238;1010;603.38;1613.38;4096
0.252;1010;579.87;1589.87;4096
0.266;1010;633.96;1643.96;4096
0.28;1010;595.86;1605.86;4096
0.294;1010;638.73;1648.73;4096
0.308;1010;618.09;1628.09;4096
0.322;1010;648.52;1658.52;4096
0.336;1010;614.98;1624.98;4096
0.35;1010;663.6;1673.6;4096
0.364;1010;629.03;1639.03;4096
0.378;1010;659.66;1669.66;4096
0.392;1010;660.53;1670.53;4096
0.406;1010;663.78;1673.78;4096
0.42;1010;654.41;1664.41;4096
0.434;1010;636.35;1646.35;4096
0.448;1010;666.39;1676.39;4096
0.462;1010;640.36;1650.36;4096
0.476;1010;681.26;1691.26;4096
0.49;1010;642.4;1652.4;4096
0.504;1010;675.65;1685.65;4096
0.518;1010;658.94;1668.94;4096
0.532;1010;679.41;1689.41;4096
0.546;1010;649.99;1659.99;4096
0.56;1010;683.91;1693.91;4096
0.574;1010;672.17;1682.17;4096
0.588;1010;671.36;1681.36;4096
0.602;1010;690.19;1700.19;4096
0.616;1010;671.82;1681.82;4096
0.63;1010;684.42;1694.42;4096
0.644;1010;671.62;1681.62;4096
0.658;1010;685.15;1695.15;4096
0.672;1010;660.76;1670.76;4096
0.686;1010;690.25;1700.25;4096
0.7;1010;661.48;1671.48;4096
0.714;1010;676.14;1686.14;4096
0.728;1010;692.45;1702.45;4096
0.742;1010;674;1684;4096
0.756;1010;687.29;1697.29;4096
0.77;1010;673.12;1683.12;4096
0.784;1010;688.71;1698.71;4096
0.798;1010;663.03;1673.03;4096
0.812;1010;689.95;1699.95;4096
0.826;1010;661.6;1671.6;4096
0.84;1010;677.7;1687.7;4096
0.854;1010;659.17;1669.17;4096
0.868;1010;676.18;1686.18;4096
0.882;1010;657.81;1667.81;4096
0.896;1010;675.93;1685.93;4096
0.91;1010;653.51;1663.51;4096
0.924;1010;665.15;1675.15;4096
0.938;1010;669.98;1679.98;4096
0.952;1010;663.23;1673.23;4096
0.966;1010;692.04;1702.04;4096
0.98;1010;659.98;1669.98;4096
0.994;1010;685.21;1695.21;4096
