0;1029.61;0;1029.61;0
0.01;1029.61;0.11;1029.72;0
0.02;1029.61;0.02;1029.63;0
0.03;1029.61;0.04;1029.65;0
0.04;1029.61;0.09;1029.7;0
0.05;1029.61;0.09;1029.7;0
0.06;1029.61;0.05;1029.66;0
0.07;1029.61;0.01;1029.62;0
0.08;1029.61;0.05;1029.66;0
0.09;1029.61;-0.04;1029.57;0
0.1;1029.61;-0.03;1029.58;0
0.11;1029.61;-0.05;1029.56;0
0.12;1029.61;0.03;1029.64;0
0.13;1029.61;0.01;1029.62;0
0.14;1029.61;-0.15;1029.46;0
0.15;1029.61;0.02;1029.63;0
0.16;1029.61;-0.05;1029.56;0
0.17;1029.61;-0.02;1029.59;0
0.18;1029.61;0.03;1029.64;0
0.19;1029.61;0;1029.61;0
0.2;1029.61;0.09;1029.7;0
0.21;1029.61;0.05;1029.66;0
0.22;1029.61;0.1;1029.71;0
0.23;1029.61;0.07;1029.68;0
0.24;1029.61;0.04;1029.65;0
0.25;1029.61;-0.02;1029.59;0
0.26;1029.61;-0.04;1029.57;0
0.27;1029.61;-0.01;1029.6;0
0.28;1029.61;0.02;1029.63;0
0.29;1029.61;0.05;1029.66;0
0.3;1029.61;0.04;1029.65;0
0.31;1029.61;-0.02;1029.59;0
0.32;1029.61;0.03;1029.64;0
0.33;1029.61;-0.05;1029.56;0
0.34;1029.61;0.05;1029.66;0
0.35;1029.61;-0.03;1029.58;0
0.36;1029.61;-0.05;1029.56;0
0.37;1029.61;-0.12;1029.49;0
0.38;1029.61;-0.07;1029.54;0
0.39;1029.61;-0.03;1029.58;0
0.4;1029.61;0.03;1029.64;0
0.41;1029.61;-0.09;1029.52;0
0.42;1029.61;-0.11;1029.5;0
0.43;1029.61;-0.06;1029.55;0
0.44;1029.61;-0.02;1029.59;0
0.45;1029.61;-0.13;1029.48;0
0.46;1029.61;-0.05;1029.56;0
0.47;1029.61;-0.07;1029.54;0
0.48;1029.61;-0.02;1029.59;0
0.49;1029.61;-0.12;1029.49;0
0.5;1029.61;-0.1;1029.51;0
0.51;1029.61;-0.11;1029.5;0
0.52;1029.61;-0.04;1029.57;0
0.53;1029.61;0.02;1029.63;0
0.54;1029.61;-0.04;1029.57;0
0.55;1029.61;-0.18;1029.43;0
0.56;1029.61;-0.23;1029.38;0
0.57;1029.61;-0.05;1029.56;0
0.58;1029.61;-0.08;1029.53;0
0.59;1029.61;-0.07;1029.54;0
0.6;1029.61;-0.07;1029.54;0
0.61;1029.61;-0.08;1029.53;0
0.62;1029.61;-0.16;1029.45;0
0.63;1029.61;-0.03;1029.58;0
0.64;1029.61;-0.07;1029.54;0
0.65;1029.61;0;1029.61;0
0.66;1029.61;-0.05;1029.56;0
0.67;1029.61;-0.12;1029.49;0
0.68;1029.61;-0.14;1029.47;0
0.69;1029.61;0.03;1029.64;0
0.7;1029.61;-0.08;1029.53;0
0.71;1029.61;-0.08;1029.53;0
0.72;1029.61;-0.07;1029.54;0
0.73;1029.61;-0.04;1029.57;0
0.74;1029.61;-0.05;1029.56;0
0.75;1029.61;-0.21;1029.4;0
0.76;1029.61;-0.11;1029.5;0
0.77;1029.61;-0.04;1029.57;0
0.78;1029.61;-0.02;1029.59;0
0.79;1029.61;-0.09;1029.52;0
0.8;1029.61;-0.08;1029.53;0
0.81;1029.61;0;1029.61;0
0.82;1029.61;-0.23;1029.38;0
0.83;1029.61;0.06;1029.67;0
0.839999;1029.61;-0.1;1029.51;0
0.849999;1029.61;-0.09;1029.52;0
0.859999;1029.61;-0.04;1029.57;0
0.869999;1029.61;-0.11;1029.5;0
0.879999;1029.61;-0.07;1029.54;0
0.889999;1029.61;-0.17;1029.44;0
0.899999;1029.61;-0.07;1029.54;0
0.909999;1029.61;0.04;1029.65;0
0.919999;1029.61;-0.04;1029.57;0
0.929999;1029.61;-0.01;1029.6;0
0.939999;1029.61;-0.01;1029.6;0
0.949999;1029.61;-0.11;1029.5;0
0.959999;1029.61;-0.07;1029.54;0
0.969999;1029.61;-0.08;1029.53;0
0.979999;1029.61;-0.04;1029.57;0
0.989999;1029.61;-0.01;1029.6;0
0.999999;1029.61;-0.01;1029.6;0
1.01;1029.61;-0.05;1029.56;2048
1.02;1029.61;-0.03;1029.58;2048
1.03;1029.61;0.01;1029.62;2048
1.04;1029.61;-0.01;1029.6;2048
1.05;1029.61;0.62;1030.23;2048
1.06;1029.61;1.49;1031.1;2048
1.07;1029.61;3.74;1033.35;2048
1.08;1029.61;4.32;1033.93;2048
1.09;1029.61;6;1035.61;2048
1.1;1029.61;8.05;1037.66;2048
1.11;1029.61;10.35;1039.96;2048
1.12;1029.61;10.9;1040.51;2048
1.13;1029.61;15.99;1045.6;2048
1.14;1029.61;17.69;1047.3;2048
1.15;1029.61;20.02;1049.63;2048
1.16;1029.61;22.42;1052.03;2048
1.17;1029.61;23.87;1053.48;2048
1.18;1029.61;26.58;1056.19;2048
1.19;1029.61;25.45;1055.06;2048
