0;1018.67;1018.45;1013.12;1013.1;2635.5;3805.12;7.32323e-06;0.0702493;0.0139927;0.0117507;0.0681203;3.31649;7.51831;10.8251;7.49631;10.8231;-0.0206;0.1808;1750;3750;6500;6250;-0.387531;0.00368553;-1.56;7.32323e-06;0.0702493;117.37;111.642;115.969;163.093;115.958;163.46;8;-1;1;0.75;0.0681203;3.31649;2635.5;3805.12
0.04;1018.71;1018.45;1013.02;1013.1;2722.09;3942.1;0.000103911;0.0702192;0.0138961;0.0117808;0.0687886;3.33391;7.55026;10.8895;7.52426;10.8975;-0.0206;0.1808;1750;3750;6500;6250;-0.392666;0.00325825;-1.58;0.000103911;0.0702192;117.53;111.687;116.111;163.138;115.958;163.46;8;-1;1;0.75;0.0764738;3.5342;2722.09;3942.1
0.08;1019.17;1018.45;1014.11;1013.1;2801.34;4057.46;-5.24895e-05;0.070296;0.0140525;0.011704;0.0701785;3.365;7.6025;11.0092;7.5305;10.9082;-0.0206;0.1808;1750;3750;6500;6250;-0.392237;0.00435608;-1.58;-5.24895e-05;0.070296;117.3;111.574;115.881;163.025;115.958;163.46;8;-1;1;0.75;0.0861631;3.72256;2801.34;4057.46
0.12;1024.92;1018.45;1022.94;1013.1;2700.64;3914.78;0.000340523;0.0704664;0.0136595;0.0115336;0.0720365;3.40635;7.67176;11.1687;7.02476;10.1847;-0.0206;0.1808;1750;3750;6500;6250;-0.386337;0.00678671;-1.56;0.000340523;0.0704664;117.86;111.323;116.459;162.774;115.958;163.46;8;-1;1;0.75;0.0934033;3.88188;2700.64;3914.78
0.16;1029.24;1018.45;1028.98;1013.1;2653.03;3877.75;0.00070703;0.070521;0.013293;0.011479;0.0743035;3.45951;7.76374;11.3707;6.68474;9.7827;-0.0206;0.1808;1750;3750;6500;6250;-0.383564;0.00756582;-1.55;0.00070703;0.070521;118.39;111.242;116.998;162.694;115.958;163.46;8;-1;1;0.75;0.100374;4.07079;2653.03;3877.75
0.2;1039.26;1018.45;1045.84;1013.1;2397.82;3457.7;0.00137815;0.0711025;0.0126219;0.0108975;0.0768767;3.51152;7.84513;11.577;5.76413;8.30301;-0.0206;0.1808;1750;3750;6500;6250;-0.373065;0.0158695;-1.52;0.00137815;0.0711025;119.35;110.386;117.985;161.839;115.958;163.46;8;-1;1;0.75;0.106469;4.10973;2397.82;3457.7
0.24;1044.5;1018.45;1055.44;1013.1;2307.88;3290.13;0.00166916;0.0711679;0.0123308;0.0108321;0.0797866;3.57332;7.94541;11.8185;5.34041;7.58454;-0.0206;0.1808;1750;3750;6500;6250;-0.36782;0.0168003;-1.5;0.00166916;0.0711679;119.76;110.29;118.413;161.743;115.958;163.46;8;-1;1;0.75;0.11325;4.284;2307.88;3290.13
0.28;1057.55;1018.45;1072.31;1013.1;1934.19;2860.37;0.00205468;0.0717211;0.0119453;0.0102789;0.0830243;3.63303;8.03195;12.0623;4.12195;6.14125;-0.0206;0.1808;1750;3750;6500;6250;-0.357685;0.0246992;-1.47;0.00205468;0.0717211;120.3;109.475;118.98;160.929;115.958;163.46;8;-1;1;0.75;0.120258;4.31968;1934.19;2860.37
0.32;1070.76;1018.45;1089.47;1013.1;1533.12;2401.7;0.0024477;0.0724572;0.0115523;0.0095428;0.0865747;3.68595;8.0921;12.2948;2.8611;4.65776;-0.0206;0.1808;1750;3750;6500;6250;-0.349235;0.0352134;-1.45;0.0024477;0.0724572;120.86;108.392;119.558;159.847;115.958;163.46;8;-1;1;0.75;0.127404;4.29445;1533.12;2401.7
0.36;1075.79;1018.45;1095.77;1013.1;1407.63;2316.51;0.0024742;0.0726938;0.0115258;0.00930625;0.0904735;3.74285;8.15485;12.5468;2.42085;4.27976;-0.0206;0.1808;1750;3750;6500;6250;-0.345698;0.0385916;-1.44;0.0024742;0.0726938;120.89;108.044;119.597;159.499;115.958;163.46;8;-1;1;0.75;0.13531;4.39727;1407.63;2316.51
0.4;1085.35;1018.45;1108.44;1013.1;1107.9;1998.67;0.0026782;0.0734294;0.0113218;0.00857055;0.0947039;3.79189;8.18779;12.7851;1.49779;3.25107;-0.0206;0.1808;1750;3750;6500;6250;-0.342235;0.0491026;-1.44;0.0026782;0.0734294;121.19;106.962;119.897;158.417;115.958;163.46;8;-1;1;0.75;0.143353;4.35587;1107.9;1998.67
0.44;1088.66;1018.45;1114.68;1013.1;1025.45;1905.74;0.00297199;0.0734234;0.011028;0.00857664;0.0990737;3.84936;8.24064;13.05;1.21964;2.89204;-0.0206;0.1808;1750;3750;6500;6250;-0.347016;0.0490187;-1.46;0.00297199;0.0734234;121.64;106.972;120.329;158.426;115.958;163.46;8;-1;1;0.75;0.149327;4.51019;1025.45;1905.74
0.48;1094.93;1018.45;1123.61;1013.1;838.086;1720.45;0.00305636;0.0735856;0.0109436;0.00841437;0.103671;3.91088;8.2992;13.3318;0.6512;2.28078;-0.0206;0.1808;1750;3750;6500;6250;-0.355734;0.0513434;-1.5;0.00305636;0.0735856;121.8;106.734;120.453;158.187;115.958;163.46;8;-1;1;0.75;0.156541;4.61841;838.086;1720.45
0.52;1097.74;1018.45;1129.99;1013.1;759.335;1615.29;0.00325703;0.0741448;0.010743;0.00785521;0.1085;3.96702;8.33724;13.6042;0.408239;1.91524;-0.0206;0.1808;1750;3750;6500;6250;-0.364817;0.0593406;-1.55;0.00325703;0.0741448;122.14;105.913;120.748;157.365;115.958;163.46;8;-1;1;0.75;0.164036;4.61262;759.335;1615.29
0.56;1098.47;1018.45;1132.46;1013.1;752.985;1648.42;0.00338762;0.0743004;0.0106124;0.00769963;0.113494;4.02641;8.38029;13.8897;0.378287;1.95368;-0.0206;0.1808;1750;3750;6500;6250;-0.36875;0.0615667;-1.57;0.00338762;0.0743004;122.35;105.685;120.94;157.136;115.958;163.46;8;-1;1;0.75;0.170917;4.70941;752.985;1648.42
0.6;1099.2;1018.45;1135.96;1013.1;745.848;1647.72;0.00356039;0.0745472;0.0104396;0.00745279;0.118632;4.08658;8.42197;14.1808;0.346969;1.89481;-0.0206;0.1808;1750;3750;6500;6250;-0.37689;0.0651003;-1.61;0.00356039;0.0745472;122.64;105.323;121.194;156.773;115.958;163.46;8;-1;1;0.75;0.177725;4.77855;745.848;1647.72
0.64;1098.88;1018.45;1137.51;1013.1;783.216;1723.52;0.00377327;0.0744326;0.0102267;0.0075674;0.123807;4.15521;8.48615;14.4962;0.443148;2.05522;-0.0206;0.1808;1750;3750;6500;6250;-0.384502;0.0634681;-1.64;0.00377327;0.0744326;122.98;105.492;121.507;156.942;115.958;163.46;8;-1;1;0.75;0.183324;4.94446;783.216;1723.52
0.68;1097.88;1018.45;1139.36;1013.1;852.141;1795.21;0.00434114;0.0744099;0.00965886;0.00759011;0.128873;4.22973;8.56929;14.8253;0.626289;2.19925;-0.0206;0.1808;1750;3750;6500;6250;-0.396342;0.0631527;-1.69;0.00434114;0.0744099;123.86;105.527;122.342;156.975;115.958;163.46;8;-1;1;0.75;0.187125;5.08672;852.141;1795.21
0.72;1096.61;1018.45;1140.68;1013.1;936.753;1891.16;0.0046384;0.0744404;0.0093616;0.00755965;0.133929;4.30862;8.66472;15.1661;0.848716;2.40813;-0.0206;0.1808;1750;3750;6500;6250;-0.412585;0.0636009;-1.76;0.0046384;0.0744404;124.36;105.484;122.779;156.93;115.958;163.46;8;-1;1;0.75;0.192075;5.21577;936.753;1891.16
0.76;1095.8;1018.45;1141.87;1013.1;1013.49;2000.54;0.00472278;0.0743534;0.00927722;0.00764661;0.139026;4.39405;8.77725;15.5261;1.04225;2.6491;-0.0206;0.1808;1750;3750;6500;6250;-0.422452;0.062366;-1.8;0.00472278;0.0743534;124.52;105.613;122.903;157.058;115.958;163.46;8;-1;1;0.75;0.197644;5.3765;1013.49;2000.54
0.8;1094.3;1018.45;1143.89;1013.1;1118.52;2085.2;0.00498673;0.0744523;0.00901327;0.00754773;0.144119;4.48156;8.89566;15.8917;1.31066;2.81274;-0.0206;0.1808;1750;3750;6500;6250;-0.440635;0.0637947;-1.88;0.00498673;0.0744523;124.98;105.47;123.291;156.913;115.958;163.46;8;-1;1;0.75;0.202689;5.48799;1118.52;2085.2
0.84;1093.65;1018.45;1144.77;1013.1;1202.25;2217.32;0.00512621;0.0743631;0.00887379;0.00763688;0.149206;4.57501;9.03062;16.2736;1.51062;3.10661;-0.0206;0.1808;1750;3750;6500;6250;-0.452892;0.0625312;-1.93;0.00512621;0.0743631;125.23;105.602;123.497;157.044;115.958;163.46;8;-1;1;0.75;0.207699;5.64961;1202.25;2217.32
