0;1018.57;1018.6;1013.06;1013.02;2784.69;3952.13;-0.00015338;0.0697019;0.0141534;0.0122981;0.068549;3.46465;7.91765;11.2453;7.92065;11.2413;-0.0206;0.1808;1750;3750;6500;6250;-0.307967;-0.00418147;-1.23;-0.00015338;0.0697019;116.99;112.442;115.885;163.901;116.111;163.463;8;-1;1;0.75;0.068549;3.46465;2784.69;3952.13
0.04;1018.58;1018.6;1013.06;1013.02;2876.14;4090.77;-0.000254687;0.0696959;0.0142547;0.0123041;0.0693015;3.48226;7.94806;11.3122;7.95006;11.3082;-0.0206;0.1808;1750;3750;6500;6250;-0.310497;-0.00426678;-1.24;-0.000254687;0.0696959;116.85;112.452;115.736;163.91;116.111;163.463;8;-1;1;0.75;0.0779553;3.68468;2876.14;4090.77
0.08;1019.34;1018.6;1014.72;1013.02;2955.33;4096;-0.000213887;0.0695328;0.0142139;0.0124673;0.0706794;3.51955;8.01776;11.4488;7.94376;11.2788;-0.0206;0.1808;1750;3750;6500;6250;-0.311226;-0.0065974;-1.24;-0.000213887;0.0695328;116.91;112.692;115.796;164.15;116.111;163.463;8;-1;1;0.75;0.0865258;3.94847;2955.33;4096
0.12;1024.86;1018.6;1024.6;1013.02;2861.94;4016.57;0.000136942;0.0702054;0.0138631;0.0117946;0.0726047;3.55634;8.07276;11.5973;7.44676;10.4393;-0.0206;0.1808;1750;3750;6500;6250;-0.298302;0.00300804;-1.2;0.000136942;0.0702054;117.39;111.701;116.312;163.161;116.111;163.463;8;-1;1;0.75;0.094745;3.97937;2861.94;4016.57
0.16;1029.32;1018.6;1031.32;1013.02;2804.26;3949.88;0.000591156;0.0704945;0.0134088;0.0115056;0.0749376;3.60033;8.13778;11.7755;7.06578;9.94553;-0.0206;0.1808;1750;3750;6500;6250;-0.292128;0.00713474;-1.18;0.000591156;0.0704945;118.04;111.276;116.98;162.736;116.111;163.463;8;-1;1;0.75;0.101766;4.10619;2804.26;3949.88
0.2;1039.41;1018.6;1048.37;1013.02;2539.85;3516.71;0.0010834;0.0711284;0.0129166;0.0108716;0.0776585;3.6427;8.18892;11.9588;6.10792;8.42375;-0.0206;0.1808;1750;3750;6500;6250;-0.274805;0.0161842;-1.12;0.0010834;0.0711284;118.71;110.343;117.704;161.804;116.111;163.463;8;-1;1;0.75;0.108949;4.12999;2539.85;3516.71
0.24;1045.99;1018.6;1058.13;1013.02;2395.71;3338.31;0.00114322;0.0711864;0.0128568;0.0108136;0.0808126;3.69573;8.25902;12.182;5.52002;7.67096;-0.0206;0.1808;1750;3750;6500;6250;-0.269679;0.017011;-1.1;0.00114322;0.0711864;118.78;110.257;117.792;161.718;116.111;163.463;8;-1;1;0.75;0.117085;4.30558;2395.71;3338.31
0.28;1060.84;1018.6;1076.35;1013.02;1941.32;2847.19;0.00166335;0.0721548;0.0123366;0.00984518;0.0843118;3.73793;8.29081;12.3836;4.06681;6.05061;-0.0206;0.1808;1750;3750;6500;6250;-0.253967;0.030841;-1.05;0.00166335;0.0721548;119.5;108.832;118.557;160.294;116.111;163.463;8;-1;1;0.75;0.124553;4.22329;1941.32;2847.19
0.32;1073.94;1018.6;1092.34;1013.02;1533.57;2421.85;0.00213048;0.0725295;0.0118695;0.00947049;0.0880449;3.78218;8.32256;12.5966;2.78856;4.66458;-0.0206;0.1808;1750;3750;6500;6250;-0.245437;0.0361906;-1.02;0.00213048;0.0725295;120.16;108.281;119.244;159.743;116.111;163.463;8;-1;1;0.75;0.130975;4.29101;1533.57;2421.85
0.36;1078.91;1018.6;1101.26;1013.02;1400.8;2238.21;0.00228549;0.072747;0.0117145;0.00925297;0.0920757;3.83135;8.36069;12.8304;2.32969;4.00639;-0.0206;0.1808;1750;3750;6500;6250;-0.239905;0.0392961;-1;0.00228549;0.072747;120.37;107.96;119.472;159.423;116.111;163.463;8;-1;1;0.75;0.13843;4.39677;1400.8;2238.21
0.4;1088.36;1018.6;1114.21;1013.02;1106.62;1910.51;0.00261662;0.0730325;0.0113834;0.00896755;0.0963154;3.88316;8.40109;13.0766;1.42509;2.95759;-0.0206;0.1808;1750;3750;6500;6250;-0.231799;0.0433706;-0.97;0.00261662;0.0730325;120.83;107.54;119.959;159.003;116.111;163.463;8;-1;1;0.75;0.145071;4.47905;1106.62;1910.51
0.44;1092.34;1018.6;1118.74;1013.02;995.518;1873.14;0.00265603;0.0732941;0.011344;0.00870595;0.100849;3.9376;8.44158;13.3372;1.06758;2.76516;-0.0206;0.1808;1750;3750;6500;6250;-0.22621;0.0471059;-0.95;0.00265603;0.0732941;120.87;107.155;120.017;158.619;116.111;163.463;8;-1;1;0.75;0.152985;4.56356;995.518;1873.14
0.48;1098.16;1018.6;1127.37;1013.02;811.031;1687.45;0.00306737;0.0738072;0.0109326;0.00819277;0.105548;3.9883;8.46774;13.5914;0.511735;2.15644;-0.0206;0.1808;1750;3750;6500;6250;-0.212815;0.0544323;-0.9;0.00306737;0.0738072;121.43;106.4;120.622;157.864;116.111;163.463;8;-1;1;0.75;0.15959;4.57138;811.031;1687.45
