********************************************************************************
Field Output Report, written Wed Oct 28 16:02:05 2020

Source 1
---------

   ODB: C:/Users/s159261/OneDrive - TU Eindhoven/Documents/Graduation/SimulationOutputs/PressureSteps/PressureJob.odb
   Step: Step-Pressure
   Frame: Increment      1: Step Time =    1.000

Loc 1 : Nodal values from source 1

Output sorted by column "Node Label".

Field Output reported at nodes for part: Planar Robot-1

      Node Label     U.Magnitude            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1          @Loc 1
---------------------------------------------------------------------------------
            9618         11.5168    -125.602E-03         11.5154    -128.136E-03
            9619         11.5221    -125.659E-03         11.5207    -128.877E-03
            9620         11.5101    -124.567E-03         11.5087    -127.960E-03
            9622         11.4223    -130.570E-03         11.4209    -121.184E-03
            9628         11.4934    -129.619E-03         11.4919    -130.351E-03
            9629         11.5412    -123.636E-03         11.5398    -133.153E-03
            9630         11.5422    -124.072E-03         11.5408    -132.775E-03
            9631         11.5434    -124.832E-03         11.5420    -132.181E-03
            9632         11.5360    -123.017E-03         11.5346    -133.261E-03
            9639         11.5074    -128.668E-03         11.5060    -128.575E-03
            9640         11.5092    -128.672E-03         11.5078    -128.606E-03
            9641         11.5197    -127.944E-03         11.5183    -128.826E-03
            9653         11.5004    -125.120E-03         11.4991    -124.810E-03
            9655         11.4079    -131.523E-03         11.4065    -124.159E-03
            9656         11.4671    -129.837E-03         11.4657    -126.277E-03
            9657         11.4966    -129.396E-03         11.4952    -129.272E-03
            9658         11.5106    -128.115E-03         11.5091    -127.949E-03
            9659         11.5261    -127.543E-03         11.5247    -129.078E-03
            9663         11.4752    -130.022E-03         11.4738    -127.704E-03
            9664         11.4112    -131.548E-03         11.4098    -125.215E-03
            9665         11.3965    -131.919E-03         11.3950    -124.391E-03
            9673         11.5373    -127.758E-03         11.5358    -131.147E-03
            9674         11.5016    -128.597E-03         11.5002    -126.614E-03
            9675         11.5111    -128.245E-03         11.5097    -127.435E-03
            9676         11.4954    -128.972E-03         11.4940    -126.757E-03
            9677         11.5067    -121.783E-03         11.5053    -131.498E-03
            9688         11.5198    -128.098E-03         11.5184    -129.656E-03
            9689         11.5326    -128.413E-03         11.5311    -132.509E-03
            9690         11.5044    -129.105E-03         11.5030    -130.373E-03
            9704         11.5174    -128.097E-03         11.5160    -128.270E-03
            9705         11.5102    -128.596E-03         11.5088    -128.010E-03
            9706         11.5179    -127.783E-03         11.5164    -127.742E-03
            9707         11.5201    -126.366E-03         11.5187    -128.183E-03
            9708         11.5341    -124.097E-03         11.5327    -131.717E-03
            9709         11.4650    -129.847E-03         11.4636    -125.472E-03
            9724         11.4475    -117.502E-03         11.4461    -129.977E-03
            9725         11.4460    -118.410E-03         11.4446    -128.000E-03
            9726         11.4546    -117.749E-03         11.4532    -130.671E-03
            9739         11.4484    -130.199E-03         11.4470    -124.566E-03
            9745         11.5143    -128.260E-03         11.5129    -127.897E-03
            9746         11.5143    -127.376E-03         11.5129    -126.960E-03
            9748         11.5109    -127.030E-03         11.5095    -126.177E-03
            9749         11.5142    -126.840E-03         11.5128    -126.969E-03
            9755         11.5483    -126.835E-03         11.5469    -132.424E-03
            9756         11.5524    -125.957E-03         11.5509    -132.780E-03
            9764         11.5221    -128.208E-03         11.5207    -130.296E-03
            9776         11.5148    -121.920E-03         11.5134    -132.550E-03
            9796         11.5206    -128.095E-03         11.5191    -129.635E-03
            9804         11.4906    -121.034E-03         11.4892    -130.651E-03
            9820         11.3788    -136.439E-03         11.3772    -138.627E-03
            9829         11.4937    -120.379E-03         11.4923    -131.964E-03
            9915         11.5333    -122.213E-03         11.5319    -133.585E-03
            9916         11.5321    -122.401E-03         11.5307    -133.195E-03
            9917         11.5327    -124.204E-03         11.5313    -131.409E-03
            9918         11.5354    -122.430E-03         11.5339    -133.483E-03
            9919         11.5367    -122.158E-03         11.5353    -133.886E-03
            9927         11.5219    -122.719E-03         11.5205    -132.056E-03
            9928         11.5210    -124.300E-03         11.5196    -129.765E-03
            9929         11.5252    -125.118E-03         11.5238    -129.204E-03
            9930         11.5254    -123.431E-03         11.5240    -131.492E-03
            9931         11.5264    -121.804E-03         11.5250    -133.560E-03
            9932         11.5431    -125.711E-03         11.5417    -130.451E-03
            9933         11.5452    -125.471E-03         11.5438    -130.802E-03
            9934         11.5433    -127.224E-03         11.5419    -132.051E-03
            9935         11.5440    -127.257E-03         11.5425    -132.154E-03
            9936         11.5420    -127.421E-03         11.5406    -132.137E-03
            9937         11.5437    -125.706E-03         11.5423    -130.104E-03
            9938         11.5183    -124.102E-03         11.5169    -129.626E-03
            9939         11.5188    -122.404E-03         11.5174    -132.269E-03
            9941         11.5332    -125.415E-03         11.5318    -130.211E-03
            9942         11.5297    -125.401E-03         11.5283    -129.604E-03
            9943         11.5319    -126.862E-03         11.5305    -128.408E-03
            9944         11.5315    -125.708E-03         11.5301    -129.642E-03
            9945         11.5347    -125.701E-03         11.5333    -130.253E-03
            9946         11.5332    -123.833E-03         11.5318    -131.896E-03
            9947         11.5295    -123.848E-03         11.5281    -131.386E-03
            9948         11.5299    -125.073E-03         11.5285    -129.952E-03
           10069         11.4181    -131.051E-03         11.4167    -123.889E-03
           10070         11.4201    -132.544E-03         11.4186    -130.517E-03
           10071         11.4316    -132.565E-03         11.4300    -132.353E-03
           10072         11.4277    -131.127E-03         11.4262    -125.487E-03
           10073         11.4090    -132.963E-03         11.4075    -130.515E-03
           10074         11.4205    -132.981E-03         11.4189    -132.419E-03
           10075         11.4225    -134.446E-03         11.4208    -139.100E-03
           10076         11.4094    -131.368E-03         11.4080    -123.634E-03
           10077         11.4133    -133.048E-03         11.4118    -131.879E-03
           10078         11.4105    -132.812E-03         11.4090    -130.219E-03
           10079         11.4146    -132.704E-03         11.4131    -130.429E-03
           10080         11.4107    -130.988E-03         11.4093    -122.207E-03
           10081         11.4135    -131.279E-03         11.4121    -123.882E-03
           10082         11.5321    -126.447E-03         11.5307    -129.913E-03
           10083         11.5302    -127.728E-03         11.5288    -128.708E-03
           10084         11.5322    -126.831E-03         11.5308    -129.923E-03
           10085         11.5326    -127.962E-03         11.5312    -129.265E-03
           10086         11.5345    -126.781E-03         11.5331    -130.258E-03
           10087         11.5323    -127.533E-03         11.5309    -128.911E-03
           10088         11.5362    -125.929E-03         11.5348    -130.794E-03
           10089         11.5379    -125.647E-03         11.5365    -131.147E-03
           10090         11.5354    -125.359E-03         11.5340    -130.936E-03
           10091         11.5362    -126.851E-03         11.5347    -130.520E-03
           10092         11.5346    -127.106E-03         11.5331    -130.310E-03
           10093         11.5369    -127.407E-03         11.5355    -130.673E-03
           10094         11.5310    -123.605E-03         11.5296    -131.115E-03
           10095         11.5291    -123.573E-03         11.5277    -130.694E-03
           10096         11.5320    -125.670E-03         11.5306    -130.265E-03
           10097         11.5304    -126.950E-03         11.5290    -129.717E-03
           10098         11.5293    -124.827E-03         11.5278    -130.363E-03
           10099         11.5311    -127.292E-03         11.5297    -129.799E-03
           10100         11.5331    -127.192E-03         11.5317    -130.029E-03
           10101         11.5315    -128.443E-03         11.5300    -129.401E-03
           10102         11.5359    -126.480E-03         11.5345    -130.496E-03
           10103         11.5352    -128.241E-03         11.5338    -129.784E-03
           10104         11.5286    -126.543E-03         11.5272    -128.092E-03
           10105         11.5312    -125.245E-03         11.5299    -126.297E-03
           10106         11.5276    -126.786E-03         11.5262    -127.618E-03
           10107         11.5331    -126.848E-03         11.5316    -129.612E-03
           10108         11.5314    -128.128E-03         11.5299    -131.391E-03
           10109         11.5346    -126.650E-03         11.5332    -129.977E-03
           10110         11.5371    -127.607E-03         11.5357    -131.733E-03
           10111         11.5359    -128.566E-03         11.5344    -132.929E-03
           10112         11.5352    -129.052E-03         11.5337    -133.273E-03
           10113         11.5331    -127.645E-03         11.5317    -131.125E-03
           10114         11.5352    -126.272E-03         11.5338    -129.145E-03
           10115         11.5382    -127.736E-03         11.5368    -131.907E-03
           10116         11.5393    -126.008E-03         11.5378    -130.520E-03
           10117         11.5413    -125.744E-03         11.5399    -130.622E-03
           10118         11.5405    -125.596E-03         11.5391    -130.171E-03
           10119         11.5393    -127.341E-03         11.5379    -131.627E-03
           10120         11.4824    -123.327E-03         11.4811    -124.772E-03
           10121         11.4848    -123.567E-03         11.4835    -124.351E-03
           10122         11.4797    -123.097E-03         11.4783    -124.299E-03
           10123         11.4824    -120.604E-03         11.4811    -129.953E-03
           10124         11.4800    -120.179E-03         11.4786    -130.319E-03
           10125         11.4852    -120.568E-03         11.4838    -130.505E-03
           10164         11.4775    -119.112E-03         11.4762    -131.969E-03
           10166         11.4747    -120.401E-03         11.4733    -128.830E-03
           10168         11.4692    -118.484E-03         11.4678    -131.756E-03
           10219         11.5424    -124.230E-03         11.5411    -128.397E-03
           10220         11.5412    -125.957E-03         11.5398    -129.873E-03
           10221         11.5404    -125.991E-03         11.5389    -130.039E-03
           10652         11.4701    -121.468E-03         11.4688    -125.788E-03
           10653         11.4726    -122.513E-03         11.4713    -124.136E-03
           10654         11.4748    -121.743E-03         11.4734    -126.361E-03
           10655         11.4709    -122.328E-03         11.4695    -124.589E-03
           10656         11.4683    -121.218E-03         11.4670    -126.226E-03
           10657         11.4661    -122.004E-03         11.4648    -124.006E-03
           10852         11.5005    -123.590E-03         11.4992    -127.471E-03
           10853         11.5003    -123.587E-03         11.4989    -127.407E-03
           10854         11.4987    -121.752E-03         11.4973    -130.509E-03
           10855         11.4948    -123.113E-03         11.4934    -127.180E-03
           10856         11.4951    -123.070E-03         11.4938    -127.232E-03
           10857         11.4967    -124.882E-03         11.4953    -124.059E-03
           10858         11.4960    -123.355E-03         11.4947    -126.878E-03
           10859         11.4971    -123.958E-03         11.4957    -126.084E-03
           10860         11.5000    -122.415E-03         11.4987    -129.439E-03
           10861         11.5025    -124.608E-03         11.5011    -126.294E-03
           10862         11.5018    -123.955E-03         11.5004    -127.005E-03
           10863         11.4988    -125.489E-03         11.4975    -123.611E-03
           10864         11.3495    -133.569E-03         11.3480    -124.269E-03
           10865         11.3617    -133.167E-03         11.3602    -124.398E-03
           10866         11.3565    -136.422E-03         11.3549    -138.146E-03
           10867         11.3638    -133.208E-03         11.3623    -124.774E-03
           10868         11.3516    -133.612E-03         11.3501    -124.645E-03
           10879         11.5034    -122.141E-03         11.5020    -130.553E-03
           10880         11.5050    -123.935E-03         11.5036    -127.634E-03
           10881         11.5095    -124.449E-03         11.5081    -127.645E-03
           10882         11.5068    -125.968E-03         11.5054    -124.611E-03
           10883         11.5052    -124.109E-03         11.5039    -127.441E-03
           10884         11.5081    -122.249E-03         11.5067    -131.121E-03
           10890         11.5141    -122.488E-03         11.5127    -131.495E-03
           10891         11.5135    -122.234E-03         11.5121    -131.842E-03
           10892         11.5168    -122.443E-03         11.5154    -131.939E-03
           10899         11.5094    -124.219E-03         11.5081    -128.015E-03
           10900         11.5129    -123.047E-03         11.5115    -130.318E-03
           10901         11.5122    -124.248E-03         11.5108    -128.367E-03
           11021         11.3447    -134.952E-03         11.3432    -130.125E-03
           11022         11.3536    -136.286E-03         11.3519    -137.715E-03
           11023         11.3542    -134.507E-03         11.3526    -129.832E-03
           11024         11.3447    -136.379E-03         11.3430    -137.234E-03
           11025         11.3358    -135.123E-03         11.3343    -129.631E-03
           11026         11.3352    -136.885E-03         11.3336    -137.523E-03
           11030         11.4090    -130.247E-03         11.4076    -118.372E-03
           11036         11.4034    -131.424E-03         11.4019    -123.060E-03
           11037         11.4062    -131.698E-03         11.4047    -124.705E-03
           11039         11.4133    -129.946E-03         11.4120    -118.155E-03
           11043         11.4101    -130.146E-03         11.4088    -118.215E-03
           11044         11.4291    -130.243E-03         11.4277    -121.521E-03
           11051         11.4376    -130.809E-03         11.4362    -125.553E-03
           11052         11.4242    -132.495E-03         11.4227    -130.723E-03
           11061         11.4178    -130.346E-03         11.4164    -120.310E-03
           11142         11.4901    -120.939E-03         11.4887    -130.836E-03
           11143         11.4911    -122.230E-03         11.4897    -128.603E-03
           11144         11.4893    -120.263E-03         11.4879    -131.955E-03
           11175         11.4885    -120.268E-03         11.4871    -131.776E-03
           11182         11.4948    -124.204E-03         11.4934    -125.950E-03
           11183         11.4895    -121.968E-03         11.4881    -128.974E-03
           11184         11.4964    -122.389E-03         11.4950    -129.299E-03
           11185         11.4928    -120.216E-03         11.4915    -132.361E-03
           11186         11.4981    -122.437E-03         11.4967    -129.354E-03
           11187         11.4913    -122.038E-03         11.4899    -129.012E-03
           11190         11.5006    -121.046E-03         11.4992    -132.139E-03
           11191         11.5010    -123.119E-03         11.4996    -128.888E-03
           11192         11.4958    -120.699E-03         11.4944    -131.884E-03
           11193         11.5001    -119.238E-03         11.4987    -134.673E-03
           11201         11.4873    -121.633E-03         11.4859    -129.188E-03
           11202         11.4812    -121.755E-03         11.4798    -128.049E-03
           11203         11.4850    -120.237E-03         11.4837    -131.136E-03
           11204         11.4835    -122.074E-03         11.4821    -127.829E-03
           11205         11.4857    -123.456E-03         11.4843    -125.891E-03
           11206         11.4830    -118.630E-03         11.4817    -133.517E-03
           11208         11.4831    -118.264E-03         11.4817    -134.082E-03
           11212         11.4783    -118.031E-03         11.4769    -133.830E-03
           11214         11.4940    -121.821E-03         11.4927    -129.534E-03
           11215         11.4907    -122.941E-03         11.4894    -126.613E-03
           11216         11.4894    -121.191E-03         11.4880    -129.992E-03
           11217         11.4901    -121.653E-03         11.4887    -129.353E-03
           11219         11.4946    -122.284E-03         11.4932    -128.912E-03
           11223         11.4974    -123.774E-03         11.4960    -126.547E-03
           11224         11.4966    -122.476E-03         11.4953    -128.943E-03
           11226         11.4978    -122.279E-03         11.4964    -129.387E-03
           11227         11.4998    -122.464E-03         11.4984    -129.378E-03
           11228         11.3837    -131.040E-03         11.3824    -118.200E-03
           11229         11.3860    -131.271E-03         11.3846    -119.407E-03
           11230         11.3792    -133.010E-03         11.3777    -126.533E-03
           11231         11.3862    -134.089E-03         11.3846    -132.945E-03
           11232         11.3839    -134.023E-03         11.3824    -131.726E-03
           11233         11.3907    -132.212E-03         11.3893    -124.596E-03
           11240         11.3815    -134.281E-03         11.3800    -132.181E-03
           11241         11.3933    -133.764E-03         11.3917    -131.619E-03
           11242         11.3886    -132.320E-03         11.3871    -124.743E-03
           11243         11.3956    -133.532E-03         11.3940    -131.157E-03
           11244         11.3885    -135.506E-03         11.3869    -138.598E-03
           11252         11.3679    -131.612E-03         11.3665    -118.297E-03
           11253         11.3728    -134.442E-03         11.3713    -131.813E-03
           11254         11.3658    -131.629E-03         11.3645    -117.910E-03
           11255         11.3900    -132.514E-03         11.3886    -125.669E-03
           11256         11.3853    -131.074E-03         11.3839    -118.796E-03
           11263         11.3748    -132.996E-03         11.3733    -125.532E-03
           11270         11.5374    -127.742E-03         11.5360    -131.974E-03
           11271         11.5369    -127.728E-03         11.5354    -131.821E-03
           11272         11.5407    -128.874E-03         11.5392    -133.762E-03
           11273         11.5364    -129.138E-03         11.5349    -134.039E-03
           11274         11.5416    -128.922E-03         11.5401    -134.205E-03
           11275         11.3494    -135.992E-03         11.3478    -133.703E-03
           11276         11.3582    -136.258E-03         11.3565    -135.708E-03
           11277         11.3599    -134.408E-03         11.3584    -128.892E-03
           11278         11.3721    -135.766E-03         11.3705    -135.605E-03
           11279         11.3634    -135.493E-03         11.3618    -133.599E-03
           11280         11.3616    -137.360E-03         11.3600    -140.409E-03
           11281         11.3699    -133.421E-03         11.3684    -126.457E-03
           11282         11.3639    -137.069E-03         11.3622    -139.910E-03
           11283         11.3583    -133.746E-03         11.3568    -126.087E-03
           11284         11.3517    -135.764E-03         11.3501    -133.220E-03
           11285         11.3578    -132.165E-03         11.3564    -119.765E-03
           11286         11.4877    -120.316E-03         11.4863    -131.539E-03
           11287         11.3382    -137.741E-03         11.3365    -139.474E-03
           11288         11.3376    -136.210E-03         11.3360    -133.151E-03
           11289         11.3357    -138.008E-03         11.3340    -139.964E-03
           11290         11.3499    -137.580E-03         11.3482    -140.026E-03
           11291         11.3414    -135.012E-03         11.3398    -128.857E-03
           11292         11.3408    -133.463E-03         11.3394    -122.527E-03
           11293         11.3272    -135.472E-03         11.3257    -128.793E-03
           11294         11.3448    -134.169E-03         11.3433    -125.918E-03
           11296         11.3442    -132.612E-03         11.3428    -119.592E-03
           11298         11.3544    -133.769E-03         11.3529    -125.749E-03
           11301         11.4683    -119.905E-03         11.4670    -128.878E-03
           11302         11.4697    -120.810E-03         11.4683    -127.571E-03
           11303         11.4735    -121.543E-03         11.4721    -126.721E-03
           11304         11.4725    -119.251E-03         11.4711    -130.849E-03
           11305         11.4713    -118.464E-03         11.4699    -132.161E-03
           11306         11.4674    -117.618E-03         11.4660    -133.015E-03
           11307         11.4644    -120.503E-03         11.4630    -127.092E-03
           11308         11.4696    -122.162E-03         11.4682    -124.942E-03
           11309         11.4652    -119.012E-03         11.4638    -129.965E-03
           11310         11.4670    -119.382E-03         11.4657    -129.543E-03
           11311         11.4628    -117.774E-03         11.4614    -132.148E-03
           11312         11.4638    -120.645E-03         11.4624    -126.143E-03
           11313         11.4618    -120.347E-03         11.4605    -126.582E-03
           11316         11.4726    -121.226E-03         11.4712    -126.607E-03
           11317         11.4821    -120.151E-03         11.4807    -130.896E-03
           11319         11.4795    -119.009E-03         11.4782    -132.536E-03
           11323         11.4771    -121.447E-03         11.4758    -127.177E-03
           11324         11.5128    -122.673E-03         11.5114    -130.986E-03
           11325         11.5040    -122.375E-03         11.5026    -130.335E-03
           11326         11.5102    -120.957E-03         11.5088    -133.141E-03
           11327         11.5072    -122.766E-03         11.5058    -130.175E-03
           11328         11.5159    -123.049E-03         11.5145    -130.833E-03
           11329         11.5098    -124.488E-03         11.5084    -128.015E-03
           11330         11.5241    -120.144E-03         11.5227    -135.744E-03
           11331         11.5236    -121.947E-03         11.5222    -133.268E-03
           11332         11.5184    -123.000E-03         11.5170    -131.205E-03
           11333         11.5222    -125.190E-03         11.5208    -128.671E-03
           11334         11.5228    -123.400E-03         11.5214    -131.182E-03
           11335         11.5279    -122.342E-03         11.5265    -133.201E-03
           11336         11.5231    -119.263E-03         11.5216    -136.839E-03
           11337         11.5269    -121.446E-03         11.5255    -134.271E-03
           11338         11.5259    -121.705E-03         11.5245    -133.866E-03
           11339         11.5222    -119.535E-03         11.5208    -136.393E-03
           11341         11.5175    -119.688E-03         11.5160    -135.703E-03
           11342         11.5169    -121.469E-03         11.5154    -133.150E-03
           11344         11.5081    -118.600E-03         11.5067    -136.284E-03
           11345         11.5169    -118.843E-03         11.5154    -136.822E-03
           11347         11.5131    -118.970E-03         11.5117    -136.296E-03
           11348         11.5044    -118.724E-03         11.5030    -135.759E-03
           11349         11.5112    -121.151E-03         11.5098    -132.962E-03
           11350         11.5122    -124.452E-03         11.5108    -128.378E-03
           11352         11.4520    -118.710E-03         11.4507    -128.241E-03
           11353         11.4520    -118.882E-03         11.4507    -127.764E-03
           11354         11.4559    -120.032E-03         11.4546    -126.015E-03
           11355         11.4556    -117.921E-03         11.4543    -130.512E-03
           11356         11.4556    -117.689E-03         11.4542    -130.985E-03
           11357         11.4583    -121.391E-03         11.4570    -123.854E-03
           11358         11.4580    -118.994E-03         11.4567    -128.788E-03
           11359         11.4625    -119.709E-03         11.4612    -127.839E-03
           11360         11.4667    -121.225E-03         11.4654    -125.209E-03
           11361         11.4637    -121.979E-03         11.4624    -122.932E-03
           11362         11.4594    -120.459E-03         11.4581    -125.551E-03
           11363         11.4625    -121.049E-03         11.4612    -124.622E-03
           11364         11.4602    -121.618E-03         11.4589    -123.408E-03
           11366         11.4677    -119.565E-03         11.4663    -129.211E-03
           11367         11.4635    -117.999E-03         11.4621    -131.833E-03
           11368         11.5431    -127.562E-03         11.5416    -132.411E-03
           11369         11.5415    -127.471E-03         11.5400    -132.057E-03
           11370         11.5395    -127.307E-03         11.5380    -131.601E-03
           11371         11.5399    -128.520E-03         11.5384    -133.122E-03
           11372         11.5414    -128.660E-03         11.5400    -133.484E-03
           11373         11.5433    -128.799E-03         11.5418    -133.470E-03
           11399         11.5036    -124.934E-03         11.5022    -126.067E-03
           11400         11.5027    -125.312E-03         11.5014    -125.305E-03
           11401         11.5000    -123.503E-03         11.4986    -127.582E-03
           11402         11.5030    -122.735E-03         11.5016    -129.399E-03
           11404         11.5064    -124.081E-03         11.5050    -127.926E-03
           11405         11.4929    -122.387E-03         11.4916    -128.242E-03
           11406         11.4916    -121.872E-03         11.4903    -128.898E-03
           11409         11.4988    -124.328E-03         11.4974    -125.841E-03
           11410         11.4981    -124.730E-03         11.4968    -124.995E-03
           11411         11.5017    -126.172E-03         11.5003    -123.541E-03
           11412         11.4907    -122.366E-03         11.4893    -127.770E-03
           11413         11.4948    -123.893E-03         11.4934    -125.633E-03
           11414         11.4908    -124.747E-03         11.4895    -122.808E-03
           11415         11.4928    -125.111E-03         11.4915    -122.704E-03
           11416         11.4951    -125.232E-03         11.4937    -123.124E-03
           11417         11.5045    -123.105E-03         11.5031    -128.968E-03
           11418         11.5056    -123.778E-03         11.5043    -128.372E-03
           11518         11.4408    -131.166E-03         11.4394    -127.520E-03
           11519         11.4354    -132.570E-03         11.4339    -132.288E-03
           11520         11.4390    -132.996E-03         11.4374    -134.912E-03
           11521         11.4296    -131.204E-03         11.4281    -126.309E-03
           11522         11.4350    -129.801E-03         11.4336    -121.517E-03
           11529         11.4941    -128.714E-03         11.4926    -125.981E-03
           11530         11.5015    -128.962E-03         11.5000    -128.101E-03
           11531         11.4971    -129.149E-03         11.4957    -127.923E-03
           11532         11.5017    -130.194E-03         11.5002    -131.714E-03
           11533         11.4944    -129.953E-03         11.4929    -130.015E-03
           11534         11.4989    -129.749E-03         11.4974    -130.133E-03
           11535         11.4905    -130.235E-03         11.4891    -130.295E-03
           11536         11.4952    -130.036E-03         11.4937    -130.403E-03
           11537         11.4954    -131.270E-03         11.4939    -134.418E-03
           11538         11.4834    -130.528E-03         11.4819    -130.269E-03
           11539         11.4810    -131.060E-03         11.4794    -132.034E-03
           11540         11.4872    -129.487E-03         11.4857    -127.196E-03
           11541         11.4883    -130.792E-03         11.4868    -131.978E-03
           11542         11.4845    -131.892E-03         11.4829    -135.138E-03
           11543         11.4806    -130.485E-03         11.4791    -129.959E-03
           11544         11.4741    -132.169E-03         11.4725    -135.224E-03
           11545         11.4818    -131.890E-03         11.4803    -134.864E-03
           11546         11.4880    -130.183E-03         11.4865    -129.980E-03
           11547         11.4791    -131.757E-03         11.4776    -134.610E-03
           11548         11.4885    -130.280E-03         11.4870    -130.459E-03
           11549         11.4898    -129.009E-03         11.4884    -126.235E-03
           11550         11.4811    -130.590E-03         11.4797    -130.507E-03
           11551         11.4764    -121.315E-03         11.4751    -128.023E-03
           11552         11.4786    -122.719E-03         11.4773    -126.073E-03
           11553         11.4848    -123.161E-03         11.4835    -126.424E-03
           11554         11.4826    -121.718E-03         11.4813    -128.380E-03
           11555         11.4800    -122.703E-03         11.4787    -126.399E-03
           11556         11.4832    -123.827E-03         11.4819    -122.715E-03
           11557         11.4888    -124.288E-03         11.4875    -123.146E-03
           11558         11.4876    -124.333E-03         11.4863    -122.758E-03
           11559         11.4881    -121.915E-03         11.4867    -128.170E-03
           11560         11.4826    -121.514E-03         11.4813    -127.897E-03
           11561         11.4837    -121.429E-03         11.4824    -128.307E-03
           11584         11.2838    -137.934E-03         11.2821    -133.249E-03
           11585         11.2783    -138.070E-03         11.2767    -132.985E-03
           11586         11.2859    -136.803E-03         11.2843    -128.507E-03
           11587         11.2804    -138.048E-03         11.2788    -133.188E-03
           11588         11.2859    -137.918E-03         11.2843    -133.453E-03
           11589         11.2784    -139.181E-03         11.2767    -137.934E-03
           11590         11.3027    -135.122E-03         11.3012    -123.698E-03
           11591         11.3143    -135.745E-03         11.3127    -128.254E-03
           11592         11.3030    -137.267E-03         11.3013    -133.336E-03
           11593         11.3045    -138.288E-03         11.3028    -138.042E-03
           11594         11.2929    -137.679E-03         11.2912    -133.484E-03
           11595         11.3042    -136.137E-03         11.3027    -128.408E-03
           11596         11.3038    -133.842E-03         11.3024    -118.171E-03
           11597         11.2925    -135.382E-03         11.2910    -123.243E-03
           11598         11.3042    -135.975E-03         11.3026    -127.808E-03
           11599         11.2837    -135.716E-03         11.2822    -123.342E-03
           11600         11.2761    -136.984E-03         11.2746    -127.818E-03
           11601         11.2838    -138.904E-03         11.2822    -137.661E-03
           11602         11.2914    -137.642E-03         11.2898    -133.182E-03
           11603         11.2838    -136.702E-03         11.2822    -127.751E-03
           11607         11.2804    -135.819E-03         11.2789    -123.292E-03
           11608         11.2860    -135.625E-03         11.2845    -123.317E-03
           11609         11.2859    -134.502E-03         11.2845    -118.372E-03
           11610         11.2838    -134.541E-03         11.2824    -118.152E-03
           11611         11.2782    -134.736E-03         11.2768    -118.127E-03
           11612         11.2782    -135.846E-03         11.2767    -123.074E-03
           11613         11.2926    -136.357E-03         11.2910    -127.654E-03
           11614         11.2849    -134.448E-03         11.2835    -117.807E-03
           11615         11.4651    -117.018E-03         11.4637    -133.656E-03
           11616         11.4637    -120.291E-03         11.4623    -127.486E-03
           11617         11.4643    -118.219E-03         11.4630    -131.385E-03
           11618         11.4593    -118.693E-03         11.4579    -129.691E-03
           11620         11.4601    -117.538E-03         11.4587    -131.957E-03
           11624         11.5345    -129.113E-03         11.5330    -133.891E-03
           11625         11.5389    -128.792E-03         11.5374    -133.586E-03
           11626         11.5354    -127.644E-03         11.5339    -131.407E-03
           11627         11.5373    -128.705E-03         11.5358    -133.185E-03
           11629         11.4617    -117.013E-03         11.4603    -133.185E-03
           11630         11.4682    -117.453E-03         11.4668    -133.386E-03
           11633         11.4598    -117.134E-03         11.4584    -132.706E-03
           11634         11.4598    -118.512E-03         11.4584    -130.038E-03
           11635         11.4581    -117.629E-03         11.4567    -131.457E-03
           11637         11.4716    -119.731E-03         11.4703    -129.886E-03
           11638         11.4745    -118.119E-03         11.4731    -133.151E-03
           11640         11.4754    -117.979E-03         11.4740    -133.524E-03
           11642         11.4652    -117.656E-03         11.4638    -132.633E-03
           11643         11.4760    -122.723E-03         11.4747    -125.068E-03
           11644         11.4517    -131.467E-03         11.4502    -130.199E-03
           11645         11.4428    -132.766E-03         11.4412    -135.580E-03
           11646         11.4412    -131.703E-03         11.4397    -130.134E-03
           11647         11.4350    -133.099E-03         11.4334    -136.081E-03
           11648         11.4442    -131.769E-03         11.4427    -130.517E-03
           11649         11.4457    -132.923E-03         11.4441    -136.017E-03
           11650         11.4637    -130.889E-03         11.4622    -129.297E-03
           11651         11.4611    -131.262E-03         11.4596    -130.251E-03
           11652         11.4532    -130.050E-03         11.4517    -124.011E-03
           11653         11.4561    -128.637E-03         11.4547    -118.410E-03
           11655         11.4665    -129.537E-03         11.4651    -124.035E-03
           11656         11.4444    -131.387E-03         11.4429    -129.160E-03
           11658         11.4479    -128.949E-03         11.4466    -118.007E-03
           11659         11.4389    -130.353E-03         11.4375    -123.173E-03
           11660         11.4653    -132.473E-03         11.4638    -135.589E-03
           11661         11.4547    -131.586E-03         11.4532    -130.625E-03
           11662         11.4604    -129.916E-03         11.4590    -124.189E-03
           11663         11.4624    -132.375E-03         11.4608    -135.306E-03
           11664         11.4560    -132.771E-03         11.4544    -135.838E-03
           11668         11.4550    -131.449E-03         11.4535    -130.552E-03
           11669         11.4613    -129.770E-03         11.4599    -124.639E-03
           11670         11.4440    -129.021E-03         11.4426    -118.305E-03
           11672         11.4505    -130.235E-03         11.4491    -124.611E-03
           11673         11.4480    -131.675E-03         11.4465    -130.719E-03
           11674         11.4479    -131.790E-03         11.4464    -130.957E-03
           11675         11.4413    -130.455E-03         11.4399    -124.394E-03
           11676         11.4284    -132.305E-03         11.4269    -131.243E-03
           11677         11.4239    -129.784E-03         11.4226    -117.872E-03
