********************************************************************************
Field Output Report, written Wed Nov  4 12:01:04 2020

Source 1
---------

   ODB: C:/Users/s159261/OneDrive - TU Eindhoven/Documents/Graduation/RotationalRobot/80kPaNoInt.odb
   Step: Pressure-Load
   Frame: Increment     11: Step Time =    1.000

Loc 1 : Nodal values from source 1

Output sorted by column "Node Label".

Field Output reported at nodes for part: PLANARROBOT

      Node Label     U.Magnitude            U.U1            U.U2            U.U3
                          @Loc 1          @Loc 1          @Loc 1          @Loc 1
---------------------------------------------------------------------------------
           10296     15.3598E-06     14.8431E-06    -85.4933E-09    -3.94957E-06
           10297     22.9905E-06     21.9221E-06    -5.14695E-06    -4.63576E-06
           10298     19.2000E-06     18.9188E-06    -544.074E-09    -3.22864E-06
           10299     28.1815E-06     28.0687E-06     1.08663E-06    -2.27279E-06
           10300     21.8055E-06     21.6208E-06     674.015E-09    -2.75047E-06
           10301     13.8808E-06     12.5651E-06    -5.28085E-06    -2.62834E-06
           10302     18.3795E-06     16.3578E-06    -7.74641E-06    -3.19702E-06
           10303     17.7401E-06     16.1260E-06     3.72875E-06    -6.38453E-06
           10304     13.8753E-06     12.9104E-06     735.224E-09    -5.03035E-06
           10311     4.30516E-06    -4.11349E-06     261.147E-09     1.24313E-06
           10312     4.53183E-06    -4.39798E-06    -198.279E-09     1.07512E-06
           10313     8.98642E-06    -8.85329E-06     186.555E-09     1.52975E-06
           10314     5.93641E-06    -5.58395E-06    -1.84421E-06     811.956E-09
           10315     4.71098E-06    -4.67607E-06    -213.463E-09     531.165E-09
           10316              0.    -105.882E-42    -140.773E-42              0.
           10317     8.40059E-06    -8.25992E-06     911.960E-09     1.22964E-06
           10318     8.69738E-06    -8.64986E-06     833.796E-09    -359.360E-09
           10319     14.0153E-06    -13.8246E-06     1.44030E-06    -1.79824E-06
           10320     12.8042E-06    -12.5320E-06     2.60213E-06     352.854E-09
           10321     13.4370E-06    -12.8595E-06     3.45193E-06    -1.80836E-06
           10322     5.41933E-06    -5.37620E-06    -474.418E-09    -490.404E-09
           10323     4.68203E-06    -4.67511E-06     94.7895E-09     236.304E-09
           10324              0.    -135.099E-42    -169.704E-42             -0.
           10330     8.64122E-06    -7.97462E-06     581.842E-09     3.27684E-06
           10331     8.45275E-06    -7.97548E-06     555.981E-09     2.74437E-06
           10332     4.32514E-06    -4.27122E-06     171.435E-09     658.897E-09
           10333     4.50613E-06    -4.17053E-06    -73.0936E-09     1.70485E-06
           10334     4.78365E-06    -4.65858E-06     96.7796E-09     1.08243E-06
           10335     4.35914E-06    -4.32407E-06     284.294E-09    -472.955E-09
           10336     19.3270E-06    -11.0471E-06     5.25264E-06    -14.9634E-06
           10337     32.5083E-06    -17.9381E-06     12.6971E-06    -23.9540E-06
           10338     32.5498E-06    -19.5737E-06     3.64234E-06    -25.7505E-06
           10339     28.0750E-06    -19.1193E-06     5.16783E-06    -19.8985E-06
           10340     14.2903E-06    -9.14883E-06     752.393E-09    -10.9520E-06
           10341     17.5878E-06    -12.1787E-06     6.45602E-06    -10.9238E-06
           10342     12.6123E-06    -10.2212E-06     1.77650E-06    -7.17226E-06
           10343     6.01179E-06    -5.62090E-06     572.436E-09    -2.05412E-06
           10344     5.49138E-06    -4.86274E-06     409.702E-09    -2.51817E-06
           10345     9.69315E-06    -9.45334E-06     2.12713E-06    -258.469E-09
           10346     14.3672E-06    -13.0265E-06     4.51665E-06    -4.04067E-06
           10347     14.3016E-06    -13.2683E-06     4.63002E-06    -2.65568E-06
           10348     24.7013E-06    -18.1208E-06     5.65095E-06    -15.8069E-06
           10349     22.9219E-06    -17.5140E-06     9.83380E-06    -11.0439E-06
           10350     16.3581E-06    -14.5126E-06     7.32236E-06    -1.83208E-06
           10351     15.8692E-06    -14.2147E-06     4.16892E-06    -5.69164E-06
           10352     24.8240E-06    -19.1380E-06     7.96172E-06    -13.6594E-06
           10353     11.1458E-06    -9.59188E-06     5.33120E-06    -1.95022E-06
           10354     9.85093E-06    -8.11581E-06     1.49714E-06    -5.37895E-06
           10355     9.92624E-06    -7.18773E-06     1.08862E-06    -6.75882E-06
           10356     46.9715E-06     16.4889E-06     10.3107E-06     42.7566E-06
           10357              0.     768.318E-42     1.95225E-39              0.
           10358     58.5062E-06     4.41140E-06     4.65616E-06     58.1535E-06
           10359     128.077E-06     19.6889E-06     14.0823E-06     125.769E-06
           10360     65.8401E-06     10.9178E-06     468.370E-09     64.9269E-06
           10361     122.740E-06     11.4697E-06     7.00777E-06     122.002E-06
           10362     52.1232E-06     1.09367E-06     3.61455E-06     51.9862E-06
           10363     119.520E-06     2.42988E-06     14.8691E-06     118.567E-06
           10364     458.598E-06    -7.56619E-06    -23.1281E-06     457.952E-06
           10365     409.991E-06     16.6140E-06    -14.9243E-06     409.383E-06
           10366     410.142E-06     23.3014E-06    -31.6911E-06     408.251E-06
           10367     252.302E-06     18.7112E-06     16.0660E-06     251.094E-06
           10368     154.680E-06     13.2937E-06     17.2341E-06     153.141E-06
           10369     219.803E-06     39.7451E-06     4.82395E-06     216.126E-06
           10370     253.494E-06     11.7754E-06     19.9081E-06     252.436E-06
           10371     246.008E-06     116.291E-06    -95.2395E-06     194.745E-06
           10372     198.979E-06     92.5849E-06    -43.8217E-06     170.589E-06
           10373     229.101E-06     106.365E-06    -26.7829E-06     201.138E-06
           10374     141.744E-06     64.1415E-06    -2.43924E-06     126.377E-06
           10375     161.964E-06     80.4553E-06    -25.3460E-06     138.264E-06
           10376     305.616E-06     63.9110E-06     725.132E-09     298.858E-06
           10377     57.3536E-06     18.0279E-06     7.84586E-06     53.8783E-06
           10378     205.141E-06    -7.51369E-06     8.74103E-06     204.817E-06
           10379     646.455E-06     157.486E-06    -251.183E-06     574.464E-06
           10380     697.139E-06     263.526E-06    -212.445E-06     609.445E-06
           10381     431.460E-06     128.525E-06    -228.792E-06     342.481E-06
           10382     375.093E-06     125.252E-06    -102.831E-06     338.279E-06
           10383     410.376E-06     96.0211E-06    -143.914E-06     372.126E-06
           10384     1.18144E-03     351.256E-06    -671.896E-06     906.070E-06
           10385     609.324E-06     110.306E-06    -386.020E-06     458.364E-06
           10386     534.747E-06     194.861E-06    -321.898E-06     379.954E-06
           10387     551.269E-06     50.9379E-06    -252.118E-06     487.585E-06
           10388     691.666E-06     134.971E-06    -129.563E-06     665.882E-06
           10389     535.064E-06     78.4486E-06    -142.432E-06     509.757E-06
           10390     492.472E-06     5.68645E-06    -276.651E-06     407.383E-06
           10391     526.010E-06     61.9153E-06    -282.746E-06     439.212E-06
           10392     365.916E-06     26.0147E-06    -206.930E-06     300.662E-06
           10393     244.835E-06     23.4557E-06    -127.545E-06     207.668E-06
           10394     153.880E-06     9.39327E-06    -72.3259E-06     135.498E-06
           10395     444.487E-06     27.0603E-06    -268.399E-06     353.268E-06
           10396     626.641E-06     99.5298E-06    -432.342E-06     442.553E-06
           10397     649.593E-06     144.978E-06    -517.488E-06     364.910E-06
           10398     607.840E-06     56.3884E-06    -420.912E-06     434.883E-06
           10399     457.978E-06     74.3411E-06    -305.687E-06     332.826E-06
           10400     519.911E-06     79.4952E-06    -352.239E-06     374.053E-06
           10401     143.755E-06    -70.7761E-06     14.8921E-06     124.235E-06
           10402     330.042E-06    -126.525E-06     69.1658E-06     296.875E-06
           10403     191.636E-06    -82.6271E-06     12.3394E-06     172.467E-06
           10404     280.670E-06    -121.698E-06     47.4013E-06     248.432E-06
           10405     115.649E-06    -67.2130E-06     16.5500E-06     92.6461E-06
           10406     181.961E-06    -97.3705E-06     41.5365E-06     147.998E-06
           10410     54.4573E-06    -27.6176E-06    -2.31661E-06     46.8775E-06
           10411     10.2190E-06     154.231E-09    -1.93962E-06     10.0321E-06
           10412     21.9741E-06    -12.9538E-06    -1.38615E-06     17.6958E-06
           10413              0.     62.9519E-42    -127.172E-42             -0.
           10414     44.2570E-06    -31.3790E-06     214.797E-09     31.2090E-06
           10415     23.2838E-06    -8.21859E-06    -677.392E-09     21.7746E-06
           10416     124.455E-06    -59.9002E-06     8.65502E-06     108.748E-06
           10417     83.8843E-06    -53.1835E-06     1.03733E-06     64.8616E-06
           10418     158.679E-06    -74.3485E-06    -5.89118E-06     140.059E-06
           10422     243.035E-06    -72.8756E-06     164.292E-06     163.595E-06
           10423     466.909E-06    -164.329E-06     185.549E-06     395.691E-06
           10424     437.108E-06    -53.1788E-06     136.849E-06     411.713E-06
           10425     1.08485E-03     71.8575E-06     564.036E-06     923.908E-06
           10426     525.747E-06    -36.2612E-06     447.217E-06     274.029E-06
           10427     633.254E-06    -78.6829E-06     552.859E-06     298.607E-06
           10428     693.033E-06    -1.16346E-06     583.939E-06     373.241E-06
           10429     355.735E-06     33.4164E-06     299.573E-06     188.909E-06
           10430     194.193E-06     92.1175E-06     116.418E-06     125.188E-06
           10431     407.349E-06     72.8197E-06     334.314E-06     221.054E-06
           10432     630.042E-06     67.1123E-06     575.517E-06     247.447E-06
           10439     148.333E-06     3.96920E-06     99.7085E-06     109.750E-06
           10440     866.633E-06    -95.9038E-06    -793.824E-06    -334.213E-06
           10441     1.27321E-03    -95.5185E-06    -1.24253E-03    -260.879E-06
           10442     746.696E-06    -38.8796E-06    -741.141E-06    -82.1871E-06
           10443     684.943E-06    -51.1300E-06    -671.008E-06     127.595E-06
           10444     406.762E-06    -57.4117E-06    -401.936E-06    -24.6420E-06
           10445     785.692E-06    -115.417E-06    -763.592E-06    -144.631E-06
           10446     505.727E-06    -89.5536E-06    -389.842E-06    -309.455E-06
           10447     856.363E-06    -167.091E-06    -654.649E-06    -526.188E-06
           10448     820.835E-06    -186.022E-06    -750.657E-06    -275.098E-06
           10449     427.425E-06    -114.662E-06    -394.013E-06    -119.577E-06
           10450     486.545E-06    -184.118E-06    -363.074E-06    -266.466E-06
           10451     171.005E-06    -17.2190E-06    -168.216E-06    -25.4874E-06
           10452     144.990E-06    -5.34151E-06    -137.272E-06     46.3694E-06
           10453     395.061E-06    -2.01081E-06    -394.921E-06    -10.3292E-06
           10454     147.184E-06     53.1421E-06    -134.566E-06    -27.0346E-06
           10455     187.203E-06     39.8050E-06    -155.973E-06    -95.5665E-06
           10456              0.     1.06998E-39    -21.0765E-39             -0.
           10457     193.333E-06    -71.7427E-06    -154.390E-06    -91.6212E-06
           10458     191.985E-06    -97.5459E-06    -149.254E-06    -71.1755E-06
           10459     393.769E-06    -123.240E-06    -373.359E-06     21.6573E-06
           10460     163.552E-06    -74.4104E-06    -143.728E-06    -23.5473E-06
           10461     241.278E-06    -100.198E-06    -144.521E-06    -165.195E-06
           10462              0.    -3.76555E-39    -23.1204E-39             -0.
           10463     226.646E-06    -14.8263E-06    -145.480E-06    -173.159E-06
           10464     272.620E-06    -40.0818E-06    -137.088E-06    -232.211E-06
           10470     410.214E-06     144.766E-06    -79.8231E-06     375.429E-06
           10471     411.698E-06    -99.5554E-06    -377.649E-06     130.249E-06
           10472     691.320E-06    -440.971E-06    -532.402E-06     3.92077E-06
           10473     610.896E-06    -454.619E-06    -408.011E-06    -6.53109E-06
           10474     928.180E-06    -444.057E-06    -814.818E-06    -20.0824E-06
           10475     402.883E-06    -163.735E-06    -343.351E-06     132.724E-06
           10476     339.333E-06    -122.932E-06    -257.428E-06     183.755E-06
           10477     646.011E-06    -219.649E-06    -594.601E-06     124.636E-06
           10478     398.545E-06    -236.865E-06    -317.077E-06     46.8520E-06
           10479     387.275E-06    -249.032E-06    -291.758E-06    -53.3136E-06
           10480     417.729E-06    -161.601E-06    -384.028E-06     30.0899E-06
           10481     659.765E-06    -274.031E-06    -600.162E-06    -1.47253E-06
           10488     347.010E-06    -294.623E-06     180.050E-06     34.5764E-06
           10489     484.541E-06    -373.549E-06     258.399E-06    -168.733E-06
           10490     471.626E-06    -325.290E-06     340.761E-06    -22.3545E-06
           10491     906.268E-06    -431.111E-06     795.977E-06    -43.4145E-06
           10492     500.508E-06    -194.854E-06     427.680E-06     172.134E-06
           10493     499.427E-06    -343.466E-06     361.811E-06     23.4777E-06
           10494     288.841E-06    -204.580E-06     153.706E-06     133.981E-06
           10495     153.636E-06    -126.577E-06     15.8684E-06     85.6185E-06
           10496     136.204E-06    -117.082E-06     24.4784E-06     65.1460E-06
           10497     145.622E-06    -144.228E-06     8.38098E-06     18.2736E-06
           10498     302.884E-06    -276.797E-06     114.855E-06     43.9372E-06
           10499     310.492E-06    -104.010E-06     171.290E-06     237.165E-06
           10500     202.626E-06    -13.3444E-06     62.6054E-06     192.249E-06
           10501     170.188E-06    -64.8064E-06     66.7815E-06     142.493E-06
           10502              0.     1.28425E-39     6.09053E-39              0.
           10503     151.048E-06    -69.5132E-06     39.3642E-06     128.195E-06
           10504     196.668E-06    -2.27866E-06     28.2426E-06     194.616E-06
           10505     300.005E-06    -251.641E-06     160.505E-06    -30.2953E-06
           10506     181.387E-06    -138.369E-06     95.2446E-06     68.4381E-06
           10507     159.553E-06    -117.058E-06     82.6323E-06     70.1898E-06
           10508     326.109E-06    -164.175E-06     238.212E-06     150.494E-06
           10509     495.841E-06    -296.368E-06     397.044E-06    -19.4939E-06
           10510     295.953E-06    -45.3878E-06     161.454E-06     243.846E-06
           10511     176.925E-06    -47.4299E-06     65.1291E-06     157.515E-06
           10512     1.14412E-03     351.545E-06    -1.04075E-03    -319.778E-06
           10513     678.767E-06     264.017E-06    -623.516E-06    -47.4163E-06
           10514     710.067E-06     370.593E-06    -530.863E-06    -291.617E-06
           10515     475.528E-06     286.721E-06    -320.459E-06    -203.035E-06
           10516     747.868E-06     344.188E-06    -519.429E-06    -413.563E-06
           10517     739.204E-06     276.748E-06    -639.431E-06    -246.904E-06
           10518     226.655E-06     202.698E-06    -61.6309E-06    -80.5455E-06
           10519     396.177E-06     346.193E-06    -157.690E-06    -110.637E-06
           10520     241.408E-06     221.957E-06    -77.5279E-06    -54.7944E-06
           10521     205.740E-06     155.941E-06    -63.9093E-06    -118.012E-06
           10522     415.809E-06     299.144E-06    -166.848E-06    -235.736E-06
           10529     179.027E-06     169.641E-06    -56.4534E-06    -9.24628E-06
           10530     321.874E-06     305.423E-06    -89.8684E-06    -47.3640E-06
           10531     138.135E-06     134.760E-06    -19.3129E-06     23.4080E-06
           10532     171.070E-06     166.756E-06    -13.5938E-06    -35.6730E-06
           10533              0.     7.57791E-39    -10.7008E-39             -0.
           10534     1.02236E-03     542.500E-06    -709.352E-06    -497.735E-06
           10535     441.880E-06     379.709E-06     10.7511E-06    -225.751E-06
           10536     437.949E-06     256.668E-06    -140.979E-06    -325.647E-06
           10537     234.041E-06     174.125E-06    -41.2552E-06    -150.842E-06
           10538     222.059E-06     157.833E-06    -154.735E-06     21.3513E-06
           10539     168.194E-06     99.6542E-06    -111.941E-06     76.3367E-06
           10540     360.891E-06     238.837E-06    -257.663E-06     82.5162E-06
           10541     156.510E-06     99.0879E-06    -54.5268E-06     108.184E-06
           10542     200.871E-06     175.633E-06    -83.6581E-06     50.0369E-06
           10543              0.     4.90144E-39    -20.9184E-39              0.
           10544     288.761E-06     197.146E-06    -171.026E-06     123.557E-06
           10545     327.416E-06     277.967E-06    -173.000E-06     2.56054E-06
           10546     160.452E-06     127.830E-06    -60.9323E-06     75.4423E-06
           10547     372.384E-06     194.409E-06    -315.568E-06    -35.9386E-06
           10548     183.338E-06     132.036E-06    -113.881E-06    -56.6598E-06
           10549     505.846E-06     21.6670E-06    -505.381E-06     821.368E-09
           10550     517.178E-06    -108.728E-06    -452.228E-06    -226.146E-06
           10551     315.277E-06    -23.1940E-06    -311.745E-06     40.9463E-06
           10552     449.464E-06    -20.7704E-06    -417.065E-06     166.261E-06
           10553     446.287E-06     75.6571E-06    -391.178E-06     201.068E-06
           10554     569.947E-06     38.0972E-06    -553.046E-06     132.395E-06
           10555     240.665E-06     6.55713E-06    -142.345E-06     193.944E-06
           10556     307.055E-06     94.4797E-06    -146.886E-06     252.549E-06
           10557     141.246E-06     24.6950E-06    -105.122E-06     91.0497E-06
           10558     215.656E-06     3.34494E-06     2.96579E-06     215.609E-06
           10559     223.086E-06    -197.098E-06     42.7842E-06    -95.3379E-06
           10560     201.224E-06    -17.5752E-06    -39.5377E-06     196.517E-06
           10561     302.818E-06     86.0955E-06    -204.613E-06     205.961E-06
           10562     289.836E-06     79.1453E-06    -93.7648E-06     262.581E-06
           10563     378.655E-06     131.502E-06    -286.839E-06     209.309E-06
           10564     513.163E-06     248.853E-06    -435.806E-06     107.154E-06
           10565     417.805E-06     261.336E-06    -310.123E-06     100.440E-06
           10566     322.508E-06     130.706E-06    -205.379E-06     211.535E-06
           10570     1.58195E-03     416.029E-06    -1.47162E-03    -404.745E-06
           10574     1.20501E-03     322.822E-06    -738.881E-06    -895.484E-06
           10575     531.600E-06     51.2822E-06    -458.774E-06    -263.620E-06
           10576     938.225E-06     495.375E-06    -770.768E-06    -201.957E-06
           10577     1.21885E-03     351.858E-06    -1.14297E-03    -235.381E-06
           10578     685.116E-06     325.817E-06    -602.132E-06    -25.7679E-06
           10579     1.58295E-03     152.507E-06    -1.55457E-03    -256.454E-06
           10580     1.07352E-03     201.831E-06    -1.05330E-03    -47.8381E-06
           10581     1.46541E-03     168.644E-06    -1.44492E-03    -176.623E-06
           10582     798.166E-06     38.9414E-06    -788.801E-06    -115.518E-06
           10583     1.07434E-03     93.0953E-06    -938.667E-06    -514.250E-06
           10584     758.596E-06     139.769E-06    -725.452E-06    -172.196E-06
           10585     695.788E-06     28.5820E-06    -533.870E-06     445.294E-06
           10586     766.836E-06     48.2301E-06    -657.891E-06     391.014E-06
           10587     498.263E-06     36.5525E-06    -368.198E-06     333.707E-06
           10588     556.997E-06    -12.0601E-06    -333.250E-06     446.144E-06
           10589     455.980E-06     21.6517E-06    -304.255E-06     338.937E-06
           10590     184.473E-06    -52.7489E-06    -69.8965E-06     162.364E-06
           10591     346.420E-06    -53.7486E-06    -165.275E-06     299.670E-06
           10592     112.158E-06    -28.4241E-06    -53.6888E-06     94.2813E-06
           10593     164.270E-06    -22.0623E-06    -72.5102E-06     145.740E-06
           10594              0.    -2.06760E-39    -3.14856E-39              0.
           10595     231.196E-06    -44.8495E-06    -65.2786E-06     217.207E-06
           10596     237.125E-06     18.9318E-06    -131.721E-06     196.264E-06
           10597     314.565E-06     61.3121E-06    -164.152E-06     261.240E-06
           10598     346.012E-06     64.0988E-06    -215.343E-06     263.141E-06
           10599     379.260E-06     29.6214E-06    -251.068E-06     282.711E-06
           10612     348.073E-06    -49.5779E-06    -190.833E-06     286.845E-06
           10613     607.179E-06    -59.0177E-06    -299.124E-06     525.079E-06
           10614     502.170E-06    -17.7428E-06    -274.332E-06     420.240E-06
           10615     625.272E-06    -46.2036E-06    -241.754E-06     574.791E-06
           10616     439.648E-06    -101.284E-06    -200.600E-06     377.878E-06
           10617     324.560E-06    -61.0384E-06    -215.922E-06     234.503E-06
           10618     554.609E-06    -77.0452E-06    -434.450E-06     336.017E-06
           10619     293.845E-06    -47.6502E-06    -179.738E-06     227.527E-06
           10620     472.603E-06    -76.4365E-06    -306.339E-06     351.663E-06
           10621     285.324E-06    -96.6515E-06    -147.865E-06     224.063E-06
           10622     519.590E-06    -124.243E-06    -375.861E-06     336.549E-06
           10623     702.327E-06    -167.395E-06    -679.433E-06     60.1010E-06
           10624     998.878E-06    -87.7917E-06    -992.679E-06    -68.1077E-06
           10625     717.321E-06    -59.6558E-06    -700.364E-06     143.110E-06
           10626     569.393E-06    -46.2953E-06    -517.096E-06    -233.830E-06
           10627     694.219E-06    -51.2090E-06    -676.169E-06     148.707E-06
           10628     900.177E-06    -82.9401E-06    -893.770E-06    -67.9301E-06
           10629     940.056E-06    -288.521E-06    -894.453E-06    -20.3697E-06
           10630     716.853E-06    -223.759E-06    -675.419E-06    -87.2968E-06
           10631     745.412E-06    -29.3783E-06    -731.492E-06     140.339E-06
           10632     409.938E-06    -84.0790E-06    -371.526E-06     151.486E-06
           10633     190.863E-06    -20.6597E-06    -97.5427E-06     162.749E-06
           10634     243.029E-06    -20.1622E-06    -140.043E-06     197.597E-06
           10635     612.127E-06     22.8169E-06    -463.884E-06     398.736E-06
           10636     186.588E-06    -36.3611E-06    -68.5393E-06     169.692E-06
           10637     207.585E-06    -39.6124E-06    -97.0305E-06     179.185E-06
           10638              0.    -7.96059E-39    -9.58006E-39              0.
           10639     202.013E-06    -120.296E-06    -135.873E-06     88.7514E-06
           10640     169.852E-06    -103.015E-06    -96.4688E-06     94.5052E-06
           10641     173.653E-06    -48.5132E-06    -133.923E-06     99.3305E-06
           10642     204.278E-06    -66.0555E-06    -158.880E-06     110.107E-06
           10643              0.    -7.40026E-42    -18.2623E-39              0.
           10644     413.124E-06    -80.6895E-06     150.291E-06     376.262E-06
           10645     438.195E-06     283.151E-06     158.536E-06     294.460E-06
           10646     595.178E-06    -41.3516E-06     282.444E-06     522.257E-06
           10647     784.738E-06    -75.0308E-06     752.625E-06     209.143E-06
           10648     261.987E-06     849.758E-09     116.265E-06     234.774E-06
           10649     223.378E-06    -241.235E-09     7.74092E-06     223.243E-06
           10650     380.878E-06    -9.92058E-06     73.1348E-06     373.659E-06
           10651     322.980E-06    -51.3057E-06    -97.7189E-06     303.537E-06
           10658     730.989E-06    -296.420E-06    -583.256E-06    -326.025E-06
           10659     557.764E-06    -146.232E-06    -501.107E-06     196.490E-06
           10660     426.661E-06    -166.025E-06    -267.017E-06     288.404E-06
           10661     549.716E-06    -71.4193E-06    -537.281E-06     91.7406E-06
           10662     845.152E-06    -185.959E-06    -818.838E-06     95.9490E-06
           10663     1.17007E-03    -275.201E-06    -1.13430E-03    -81.7725E-06
           10664     942.856E-06    -240.920E-06    -909.295E-06     64.1698E-06
           10665     1.56513E-03    -223.967E-06    -1.54084E-03    -158.960E-06
           10666     188.178E-06    -45.6546E-06    -29.2942E-06     180.191E-06
           10667              0.     3.71698E-39    -10.4314E-39              0.
           10668     346.981E-06    -52.2404E-06    -187.373E-06     287.330E-06
           10669     1.04581E-03    -136.088E-06    -971.907E-06    -361.378E-06
           10670     347.810E-06     34.1535E-06    -308.813E-06     156.332E-06
           10671     149.107E-06     28.9059E-06    -119.299E-06     84.6474E-06
           10672     170.947E-06     22.7730E-06    -129.804E-06     108.882E-06
           10673              0.     2.32132E-39    -28.5837E-39             -0.
           10674     175.388E-06     73.2610E-06    -159.280E-06    -4.86041E-06
           10675     179.220E-06     36.4131E-06    -37.1050E-06     171.515E-06
           10676     182.998E-06     2.68452E-06    -55.1183E-06     174.479E-06
           10677     311.009E-06     83.9884E-06    -233.749E-06     187.174E-06
           10678     307.173E-06     42.1217E-06    -204.670E-06     225.148E-06
           10679     274.279E-06     89.4159E-06    -127.528E-06     225.766E-06
           10680     222.804E-06     39.5056E-06    -9.53482E-06     219.066E-06
           10686     616.432E-06     117.181E-06    -594.862E-06     111.339E-06
           10687     396.746E-06     184.465E-06    -339.083E-06    -91.6667E-06
           10688     501.582E-06     139.022E-06    -462.174E-06     136.573E-06
           10689     174.124E-06     92.5335E-06    -124.350E-06     79.3336E-06
           10690              0.     6.22078E-39    -15.9315E-39              0.
           10691     200.683E-06     24.2395E-06    -98.2981E-06     173.273E-06
           10692     171.887E-06     33.7326E-06    -69.6251E-06     153.492E-06
           10693     156.314E-06    -4.39575E-06    -77.7562E-06     135.532E-06
           10694     203.071E-06    -8.09198E-06    -107.997E-06     171.782E-06
           10695              0.    -329.501E-42    -16.9362E-39              0.
           10696     108.313E-06     74.0503E-06    -31.3139E-06     72.5783E-06
           10697     115.043E-06     71.3698E-06    -13.1158E-06     89.2706E-06
           10698     85.2522E-06     63.0103E-06    -11.0763E-06     56.3467E-06
           10699     204.777E-06     89.0740E-06     11.0283E-06     184.060E-06
           10700     128.986E-06     78.2742E-06    -24.2032E-06     99.6224E-06
           10701     169.647E-06     91.2295E-06    -36.8008E-06     138.214E-06
           10702     78.9145E-06     12.1663E-06     9.57775E-06     77.3806E-06
           10703     68.8440E-06    -7.44704E-06     10.8816E-06     67.5694E-06
           10704     158.285E-06     9.09538E-06     27.7985E-06     155.559E-06
           10705     133.293E-06     40.7734E-06     6.29060E-06     126.747E-06
           10706     78.2806E-06     17.6787E-06     11.2685E-06     75.4210E-06
           10707     282.760E-06     38.2089E-06     20.6175E-06     279.407E-06
           10708     64.6154E-06     23.2512E-06     259.302E-09     60.2866E-06
           10709     65.5023E-06     21.9187E-06     4.02498E-06     61.5948E-06
           10710              0.     3.11162E-39     3.63675E-39              0.
           10711     676.972E-06    -16.5169E-06     61.9018E-06     673.933E-06
           10712     702.185E-06    -228.282E-06    -339.939E-06     570.432E-06
           10713     437.257E-06    -88.0481E-06    -70.4883E-06     422.460E-06
           10714     323.250E-06    -96.1144E-06    -82.0828E-06     297.515E-06
           10715     410.496E-06    -40.8670E-06     49.0175E-06     405.505E-06
           10716     507.008E-06    -166.319E-06    -38.4109E-06     477.409E-06
           10717     87.7326E-06     29.9601E-06     9.14746E-06     81.9496E-06
           10718     207.222E-06     1.62283E-06     30.1552E-06     205.010E-06
           10719     118.975E-06    -20.6342E-06     10.9550E-06     116.659E-06
           10720              0.     1.63597E-39     4.18322E-39              0.
           10721     198.024E-06     42.4253E-06    -42.8278E-06     188.624E-06
           10722     131.267E-06     54.0520E-06    -18.6801E-06     118.154E-06
           10723     152.194E-06     74.4220E-06    -8.66638E-06     132.474E-06
           10730     97.2199E-06     48.5492E-06    -7.15022E-06     83.9259E-06
           10731     484.560E-06    -39.1674E-06    -82.6344E-06     475.853E-06
           10732     253.304E-06    -30.8235E-06    -13.5149E-06     251.058E-06
           10733     417.752E-06    -46.0231E-06    -309.467E-06     276.819E-06
           10734     63.2810E-06    -15.7176E-06    -3.44490E-06     61.2011E-06
           10735     45.8270E-06    -20.5999E-06    -10.8794E-06     39.4638E-06
           10736     116.972E-06    -6.72929E-06     11.9310E-06     116.167E-06
           10737     55.1329E-06    -2.31435E-06     6.68483E-06     54.6771E-06
           10738              0.    -1.73548E-39    -244.223E-42              0.
           10739     216.405E-06    -63.1663E-06    -8.33012E-06     206.814E-06
           10740     128.130E-06    -36.1747E-06    -12.7353E-06     122.256E-06
           10741     213.300E-06    -75.4813E-06    -34.6347E-06     196.469E-06
           10742     182.471E-06    -52.2072E-06     19.2382E-06     173.782E-06
           10743              0.     38.9057E-42     1.23236E-39              0.
           10744     70.3907E-06     11.4962E-06     6.53790E-06     69.1371E-06
           10745     59.9522E-06     873.155E-09     6.89100E-06     59.5485E-06
           10746              0.    -298.607E-42     1.29201E-39              0.
           10747     55.4476E-06     16.3235E-06    -1.44525E-06     52.9707E-06
           10748              0.     870.627E-42     105.523E-42              0.
           10749     157.188E-06    -2.04658E-06    -12.7596E-06     156.656E-06
           10750     204.967E-06     46.5774E-06    -43.6087E-06     194.782E-06
           10751     138.491E-06     29.7360E-06    -20.1128E-06     133.757E-06
           10755     126.790E-06    -35.9032E-06    -55.2628E-06     108.318E-06
           10756     248.857E-06    -18.4378E-06    -149.661E-06     197.968E-06
           10757     197.428E-06    -71.4349E-06    -43.6596E-06     178.798E-06
           10758     91.1696E-06    -49.2423E-06    -19.3499E-06     74.2474E-06
           10759     288.232E-06    -93.5396E-06    -125.743E-06     241.902E-06
           10760     379.107E-06    -114.169E-06    -73.0848E-06     354.043E-06
           10761     141.233E-06    -57.5743E-06    -15.3391E-06     128.050E-06
           10762              0.    -1.77763E-39    -2.25975E-39              0.
           10763     86.5761E-06    -34.2107E-06    -38.6062E-06     69.5314E-06
           10767     461.067E-06    -36.2966E-06    -366.425E-06     277.486E-06
           10768     246.501E-06    -13.9859E-06    -161.448E-06     185.747E-06
           10769     310.535E-06    -5.32654E-06    -206.808E-06     231.589E-06
           10770     115.277E-06     44.2185E-06    -22.2536E-06     104.107E-06
           10771     315.455E-06     87.6054E-06    -138.971E-06     269.303E-06
