0;30;993.944;0.0271606;4096;30;15;125
0.01;30;994.076;0.158691;772.711;30;15;125
0.02;30;993.859;-0.0581055;1339.28;30;15;125
0.03;30;993.862;-0.0546875;1046.42;30;15;125
0.04;30;993.868;-0.0494995;1081.17;30;15;125
0.05;30;993.938;0.0205078;1019.32;30;15;125
0.06;30;994.01;0.0927124;1051.24;30;15;125
0.07;30;994.013;0.0961914;1191.6;30;15;125
0.08;30;993.921;0.00421143;1375.05;30;15;125
0.09;30;994.154;0.236511;918.863;30;15;125
0.1;30;993.931;0.0137939;1645.55;30;15;125
0.11;30;994.016;0.0990601;1218.4;30;15;125
0.12;30;993.997;0.0802612;1412.46;30;15;125
0.13;30;994.101;0.183594;1263.43;30;15;125
0.14;30;993.964;0.046875;1665.05;30;15;125
0.15;30;994.093;0.175903;1299.84;30;15;125
0.16;30;994.039;0.121704;1613.65;30;15;125
0.17;30;993.854;-0.0635376;1853.35;30;15;125
0.18;30;993.998;0.0809937;1391.76;30;15;125
0.19;30;994.029;0.111389;1599.41;30;15;125
0.2;30;993.996;0.0791016;1731.8;30;15;125
0.21;30;994.058;0.141357;1625.45;30;15;125
0.22;30;994.123;0.205811;1657.46;30;15;125
0.23;30;994.093;0.175659;1837.55;30;15;125
0.24;30;993.941;0.0235596;2062.51;30;15;125
0.25;30;993.923;0.00549316;1899.49;30;15;125
0.26;30;994.048;0.131287;1717.26;30;15;125
0.27;30;994.002;0.0846558;2014.69;30;15;125
0.28;30;994.121;0.204163;1799.15;30;15;125
0.29;30;993.937;0.0195923;2298.27;30;15;125
0.3;30;994.102;0.184875;1805.8;30;15;125
0.31;30;995.571;1.65399;0;30;15;125
0.32;30;994.923;1.00586;3072.97;30;15;125
0.33;30;996.926;3.00891;0;30;15;125
0.34;30;997.574;3.65649;1116.55;30;15;125
0.35;30;997.761;3.84351;1834.49;30;15;125
0.36;30;999.918;6.00079;0;30;15;125
0.37;30;1001.32;7.40509;0;30;15;125
0.38;30;1002.63;8.71539;88.2474;30;15;125
0.39;30;1004.74;10.8271;0;30;15;125
0.4;30;1005.37;11.4574;1073.12;30;15;125
0.41;30;1007.07;13.1533;0;30;15;125
0.42;30;1008.65;14.7279;0;30;15;125
0.43;30;1008.53;14.6087;2162.24;30;15;125
0.44;30;1010.6;16.6834;0;30;15;125
0.45;30;1011.49;17.5742;590.528;30;15;125
0.46;30;1011.71;17.7912;1609.84;30;15;125
0.47;30;1013.78;19.8654;0;30;15;125
0.48;30;1014.33;20.4164;1054.75;30;15;125
0.49;30;1014.31;20.3949;1926.17;30;15;125
0.5;30;1017;23.0873;0;30;15;125
0.51;30;1017.7;23.7809;768.372;30;15;125
0.52;30;1020.53;26.6113;0;30;15;125
0.53;30;1018.97;25.0528;4096;30;15;125
0.54;30;1017.19;23.2731;4096;30;15;125
0.55;30;1015.12;21.2014;4096;30;15;125
0.56;30;1014.42;20.5073;2989.91;30;15;125
0.57;30;1013.94;20.0241;2700.37;30;15;125
0.58;30;1012.16;18.2398;4096;30;15;125
0.59;30;1010.72;16.8039;4096;30;15;125
0.6;30;1008.87;14.9491;4096;30;15;125
0.61;30;1008.11;14.1901;3358.99;30;15;125
0.62;30;1006.61;12.6909;4096;30;15;125
0.63;30;1005.68;11.7586;3736.19;30;15;125
0.64;30;1004.68;10.7667;3879.53;30;15;125
0.65;30;1003.96;10.038;3531.48;30;15;125
0.66;30;1003.76;9.83856;2768.72;30;15;125
0.67;30;1004.75;10.8373;965.529;30;15;125
0.68;30;1003.53;9.61078;4096;30;15;125
0.69;30;1002.7;8.78632;3813.83;30;15;125
0.7;30;1002.32;8.40546;3186.85;30;15;125
0.71;30;1001.31;7.39581;4096;30;15;125
0.72;30;1004.8;10.8875;0;30;15;125
0.73;30;1009.5;15.5791;0;30;15;125
0.74;30;1015.23;21.3126;0;30;15;125
0.75;30;1021.49;27.5736;0;30;15;125
0.76;30;1023.35;29.4293;0;30;15;125
0.77;30;1027.14;33.2212;0;30;15;125
0.78;30;1032.32;38.4072;0;30;15;125
0.79;30;1036.64;42.7252;0;30;15;125
0.8;30;1040.71;46.7939;0;30;15;125
0.81;30;1044.67;50.7502;0;30;15;125
0.82;30;1047.59;53.6705;0;30;15;125
0.83;30;1051.48;57.5582;0;30;15;125
0.839999;30;1052.87;58.9519;0;30;15;125
0.849999;30;1055.16;61.2382;0;30;15;125
0.859999;30;1058.19;64.2712;0;30;15;125
0.869999;30;1058.18;64.2614;737.179;30;15;125
0.879999;30;1056.07;62.149;3913.99;30;15;125
0.889999;30;1051.17;57.2501;4096;30;15;125
0.899999;30;1046.66;52.7473;4096;30;15;125
0.909999;30;1042.51;48.593;4096;30;15;125
0.919999;30;1038.89;44.9703;4096;30;15;125
0.929999;30;1035.45;41.5352;4096;30;15;125
0.939999;30;1032.48;38.561;4096;30;15;125
0.949999;30;1029.33;35.4155;4096;30;15;125
0.959999;30;1026.48;32.566;4096;30;15;125
0.969999;30;1023.84;29.927;4096;30;15;125
0.979999;30;1021.64;27.7197;4096;30;15;125
0.989999;30;1019.67;25.7495;4096;30;15;125
0.999999;30;1017.92;24.0069;4096;30;15;125
1.01;30;1017.16;23.2393;2948.93;30;15;125
1.02;30;1020.25;26.3346;0;30;15;125
1.03;30;1024.09;30.1732;0;30;15;125
1.04;30;1029.62;35.7072;0;30;15;125
1.05;30;1034.67;40.7509;0;30;15;125
1.06;30;1038.65;44.7354;0;30;15;125
1.07;30;1043.79;49.868;0;30;15;125
1.08;30;1048.49;54.5693;0;30;15;125
1.09;30;1052.57;58.6567;0;30;15;125
1.1;30;1057.09;63.1685;0;30;15;125
1.11;30;1060.88;66.9603;0;30;15;125
1.12;30;1061.38;67.4672;0;30;15;125
1.13;30;1057.83;63.9159;4096;30;15;125
1.14;30;1053.52;59.6074;4096;30;15;125
1.15;30;1049.75;55.828;4096;30;15;125
1.16;30;1045.62;51.7074;4096;30;15;125
1.17;30;1041.95;48.0345;4096;30;15;125
1.18;30;1038.42;44.5048;4096;30;15;125
1.19;30;1034.91;40.9968;4096;30;15;125
1.2;30;1031.47;37.5511;4096;30;15;125
1.21;30;1028.3;34.3877;4096;30;15;125
1.22;30;1030.39;36.474;0;30;15;125
1.23;30;1031.88;37.9626;0;30;15;125
1.24;30;1036.84;42.9211;0;30;15;125
1.25;30;1042.18;48.2667;0;30;15;125
1.26;30;1045.82;51.9043;0;30;15;125
1.27;30;1049.87;55.955;0;30;15;125
1.28;30;1053.04;59.1193;0;30;15;125
1.29;30;1055.03;61.1147;0;30;15;125
1.3;30;1053.19;59.2716;2783.82;30;15;125
1.31;30;1050.42;56.5055;4096;30;15;125
1.32;30;1045.98;52.0626;4096;30;15;125
1.33;30;1042.23;48.3125;4096;30;15;125
1.34;30;1038.33;44.4131;4096;30;15;125
1.35;30;1035.36;41.4458;4096;30;15;125
1.36;30;1035.19;41.2712;690.948;30;15;125
1.37;30;1036.46;42.5446;0;30;15;125
1.38;30;1038.06;44.1443;0;30;15;125
1.39;30;1042.24;48.3252;0;30;15;125
1.4;30;1047.11;53.1925;0;30;15;125
1.41;30;1049.58;55.6622;0;30;15;125
1.42;30;1049.12;55.2031;550.97;30;15;125
1.43;30;1046.51;52.5912;3830.34;30;15;125
