0;1039.57;-9.76669;1029.8;;3413.33
0.01;1039.57;-9.8851;1029.68;;3413.33
0.02;1039.57;-9.77169;1029.8;;3413.33
0.03;1039.57;0.904331;1040.47;;3413.33
0.04;1039.57;18.2622;1057.83;;3413.33
0.05;1039.57;42.3439;1081.91;;3413.33
0.06;1039.57;68.5119;1108.08;;3413.33
0.07;1039.57;88.7975;1128.37;;3413.33
0.08;1039.57;107.828;1147.4;;3413.33
0.09;1039.57;125.415;1164.98;;3413.33
0.1;1039.57;143.587;1183.16;;3413.33
0.11;1039.57;167.078;1206.65;;3413.33
0.12;1039.57;190.053;1229.62;;3413.33
0.13;1039.57;213.175;1252.74;;3413.33
0.14;1039.57;243.082;1282.65;;3413.33
0.15;1039.57;249.45;1289.02;;3413.33
0.16;1039.57;255.193;1294.76;;3413.33
0.17;1039.57;279.431;1319;;3413.33
0.18;1039.57;305.584;1345.15;;3413.33
0.19;1039.57;301.759;1341.33;;3413.33
0.2;1039.57;320.391;1359.96;;3413.33
0.21;1039.57;345.038;1384.61;;3413.33
0.22;1039.57;341.035;1380.6;;3413.33
0.23;1039.57;363.106;1402.67;;3413.33
0.24;1039.57;371.259;1410.83;;3413.33
0.25;1039.57;381.203;1420.77;;3413.33
0.26;1039.57;407.398;1446.97;;3413.33
0.27;1039.57;400.461;1440.03;;3413.33
0.28;1039.57;425.774;1465.34;;3413.33
0.29;1039.57;424.098;1463.67;;3413.33
0.3;1039.57;435.803;1475.37;;3413.33
0.31;1039.57;447.08;1486.65;;3413.33
0.32;1039.57;451.447;1491.02;;3413.33
0.33;1039.57;468.89;1508.46;;3413.33
0.34;1039.57;465.439;1505.01;;3413.33
0.35;1039.57;495.184;1534.75;;3413.33
0.36;1039.57;481.086;1520.65;;3413.33
0.37;1039.57;512.121;1551.69;;3413.33
0.38;1039.57;497.102;1536.67;;3413.33
0.39;1039.57;526.005;1565.57;;3413.33
0.4;1039.57;517.087;1556.66;;3413.33
0.41;1039.57;540.09;1579.66;;3413.33
0.42;1039.57;531.228;1570.8;;3413.33
0.43;1039.57;554.403;1593.97;;3413.33
0.44;1039.57;544.295;1583.86;;3413.33
0.45;1039.57;565.672;1605.24;;3413.33
0.46;1039.57;561.6;1601.17;;3413.33
0.47;1039.57;573.81;1613.38;;3413.33
0.48;1039.57;574.54;1614.11;;3413.33
0.49;1039.57;586.684;1626.25;;3413.33
0.5;1039.57;585.514;1625.08;;3413.33
0.51;1039.57;600.377;1639.95;;3413.33
0.52;1039.57;600.581;1640.15;;3413.33
0.53;1039.57;597.893;1637.46;;3413.33
0.54;1039.57;613.195;1652.76;;3413.33
0.55;1039.57;605.339;1644.91;;3413.33
0.56;1039.57;624.105;1663.67;;3413.33
0.57;1039.57;615.042;1654.61;;3413.33
0.58;1039.57;629.368;1668.94;;3413.33
0.59;1039.57;622.67;1662.24;;3413.33
0.6;1039.57;644.147;1683.72;;3413.33
0.61;1039.57;629.938;1669.51;;3413.33
0.62;1039.57;654.684;1694.25;;3413.33
0.63;1039.57;637.583;1677.15;;3413.33
0.64;1039.57;656.361;1695.93;;3413.33
0.65;1039.57;650.457;1690.03;;3413.33
0.66;1039.57;670.764;1710.33;;3413.33
0.67;1039.57;658.7;1698.27;;3413.33
0.68;1039.57;679.065;1718.63;;3413.33
0.69;1039.57;665.273;1704.84;;3413.33
0.7;1039.57;684.704;1724.27;;3413.33
0.71;1039.57;680.211;1719.78;;3413.33
0.72;1039.57;684.753;1724.32;;3413.33
0.73;1039.57;690.365;1729.93;;3413.33
0.74;1039.57;686.347;1725.92;;3413.33
0.75;1039.57;697.098;1736.67;;3413.33
0.76;1039.57;692.44;1732.01;;3413.33
0.77;1039.57;699.672;1739.24;;3413.33
0.78;1039.57;689.976;1729.54;;3413.33
0.79;1039.57;709.936;1749.5;;3413.33
0.8;1039.57;694.364;1733.93;;3413.33
0.81;1039.57;721.949;1761.52;;3413.33
0.82;1039.57;700.286;1739.85;;3413.33
0.83;1039.57;722.831;1762.4;;3413.33
0.839999;1039.57;714.956;1754.52;;3413.33
0.849999;1039.57;723.701;1763.27;;3413.33
0.859999;1039.57;723.354;1762.92;;3413.33
0.869999;1039.57;727.009;1766.58;;3413.33
0.879999;1039.57;730.376;1769.94;;3413.33
0.889999;1039.57;726.421;1765.99;;3413.33
0.899999;1039.57;733.121;1772.69;;3413.33
0.909999;1039.57;720.706;1760.27;;3413.33
0.919999;1039.57;739.242;1778.81;;3413.33
0.929999;1039.57;725.393;1764.96;;3413.33
0.939999;1039.57;751.012;1790.58;;3413.33
0.949999;1039.57;733.393;1772.96;;3413.33
0.959999;1039.57;750.815;1790.38;;3413.33
0.969999;1039.57;745.34;1784.91;;3413.33
0.979999;1039.57;748.765;1788.33;;3413.33
0.989999;1039.57;754.267;1793.84;;3413.33
0.999999;1039.57;739.724;1779.29;;3413.33
1.01;1039.57;755.051;1794.62;;3413.33
1.02;1039.57;739.65;1779.22;;3413.33
1.03;1039.57;763.271;1802.84;;3413.33
1.04;1039.57;751.696;1791.26;;3413.33
1.05;1039.57;761.921;1801.49;;3413.33
1.06;1039.57;763.617;1803.19;;3413.33
1.07;1039.57;754.714;1794.28;;3413.33
1.08;1039.57;766.981;1806.55;;3413.33
1.09;1039.57;749.112;1788.68;;3413.33
1.1;1039.57;772.597;1812.17;;3413.33
1.11;1039.57;759.936;1799.5;;3413.33
1.12;1039.57;772.421;1811.99;;3413.33
1.13;1039.57;772.193;1811.76;;3413.33
1.14;1039.57;765.299;1804.87;;3413.33
1.15;1039.57;778.073;1817.64;;3413.33
1.16;1039.57;757.06;1796.63;;3413.33
1.17;1039.57;777.934;1817.5;;3413.33
1.18;1039.57;767.414;1806.98;;3413.33
1.19;1039.57;780.716;1820.28;;3413.33
1.2;1039.57;781.491;1821.06;;3413.33
1.21;1039.57;771.64;1811.21;;3413.33
1.22;1039.57;786.545;1826.11;;3413.33
1.23;1039.57;764.82;1804.39;;3413.33
1.24;1039.57;786.335;1825.9;;3413.33
1.25;1039.57;778.027;1817.6;;3413.33
1.26;1039.57;787.369;1826.94;;3413.33
1.27;1039.57;790.434;1830;;3413.33
1.28;1039.57;772.469;1812.04;;3413.33
1.29;1039.57;800.865;1840.43;;3413.33
1.3;1039.57;779.084;1818.65;;3413.33
1.31;1039.57;795.753;1835.32;;3413.33
1.32;1039.57;793.791;1833.36;;3413.33
1.33;1039.57;780.136;1819.7;;3413.33
1.34;1039.57;794.977;1834.55;;3413.33
1.35;1039.57;784.589;1824.16;;3413.33
1.36;1039.57;801.293;1840.86;;3413.33
1.37;1039.57;793.605;1833.17;;3413.33
1.38;1039.57;793.488;1833.06;;3413.33
1.39;1039.57;794.625;1834.19;;3413.33
1.4;1039.57;790.359;1829.93;;3413.33
1.41;1039.57;799.048;1838.62;;3413.33
1.42;1039.57;802.563;1842.13;;3413.33
1.43;1039.57;785.33;1824.9;;3413.33
1.44;1039.57;802.511;1842.08;;3413.33
1.45;1039.57;788.898;1828.47;;3413.33
1.46;1039.57;806.901;1846.47;;3413.33
1.47;1039.57;803.559;1843.13;;3413.33
1.48;1039.57;791.599;1831.17;;3413.33
1.49;1039.57;803.401;1842.97;;3413.33
1.5;1039.57;793.003;1832.57;;3413.33
1.51;1039.57;806.905;1846.47;;3413.33
