0;1018.51;1018.53;1012.92;1012.92;3521.95;2305.75;0.000113992;0.0712501;-0.014114;0.0107499;-0.0712209;2.99659;10.0157;6.55837;10.0177;6.55837;-0.0206;0.1808;1750;3750;6500;6250;-0.191061;0.0178907;-0.78;0.000113992;0.0712501;116.5;112.165;115.799;163.631;115.632;165.469;8;-1;1;0.75;-0.0712209;2.99659;3521.95;2305.75
0.04;1018.49;1018.53;1012.86;1012.92;3647.36;2384.95;7.05442e-05;0.0711757;-0.0140705;0.0108243;-0.0719347;3.01308;10.0786;6.58664;10.0826;6.59264;-0.0206;0.1808;1750;3750;6500;6250;-0.205972;0.0168326;-0.84;7.05442e-05;0.0711757;116.49;112.275;115.735;163.74;115.632;165.469;8;-1;1;0.75;-0.0801434;3.20268;3647.36;2384.95
0.08;1019.24;1018.53;1013.34;1012.92;3760.11;2447.46;5.62522e-05;0.0714275;-0.0140563;0.0105725;-0.0733409;3.03764;10.1807;6.62042;10.1097;6.57842;-0.0206;0.1808;1750;3750;6500;6250;-0.202803;0.0204287;-0.83;5.62522e-05;0.0714275;116.46;111.905;115.714;163.37;115.632;165.469;8;-1;1;0.75;-0.0895124;3.32005;3760.11;2447.46
0.12;1025.45;1018.53;1017.22;1012.92;3692.89;2393.26;-0.000280288;0.0716547;-0.0137197;0.0103453;-0.0752592;3.06974;10.316;6.66263;9.62399;6.23263;-0.0206;0.1808;1750;3750;6500;6250;-0.214338;0.0236785;-0.88;-0.000280288;0.0716547;116.01;111.571;115.219;163.036;115.632;165.469;8;-1;1;0.75;-0.09732;3.43888;3692.89;2393.26
0.16;1031.68;1018.53;1020.57;1012.92;3635.94;2364.2;-0.000808611;0.0715821;-0.0131914;0.0104179;-0.077523;3.11521;10.4967;6.73344;9.1817;5.96844;-0.0206;0.1808;1750;3750;6500;6250;-0.221869;0.022644;-0.91;-0.000808611;0.0715821;115.26;111.679;114.443;163.143;115.632;165.469;8;-1;1;0.75;-0.103557;3.63816;3635.94;2364.2
0.2;1048.28;1018.53;1029.48;1012.92;3203.72;2127.41;-0.00182987;0.0724223;-0.0121701;0.00957773;-0.0799855;3.15261;10.6599;6.7771;7.6849;5.1211;-0.0206;0.1808;1750;3750;6500;6250;-0.238572;0.0346554;-0.99;-0.00182987;0.0724223;113.83;110.444;112.941;161.907;115.632;165.469;8;-1;1;0.75;-0.108304;3.58271;3203.72;2127.41
0.24;1056.16;1018.53;1034.21;1012.92;3066.12;2027.3;-0.00234321;0.0728384;-0.0116568;0.00916164;-0.0827391;3.19091;10.8327;6.81619;7.06966;4.68719;-0.0206;0.1808;1750;3750;6500;6250;-0.249188;0.0406052;-1.04;-0.00234321;0.0728384;113.12;109.833;112.186;161.295;115.632;165.469;8;-1;1;0.75;-0.114406;3.63139;3066.12;2027.3
0.28;1075.29;1018.53;1042.96;1012.92;2530.79;1784.95;-0.00332909;0.0730874;-0.0106709;0.00891262;-0.0855259;3.23314;11.0171;6.86533;5.34107;3.86133;-0.0206;0.1808;1750;3750;6500;6250;-0.272214;0.0441743;-1.14;-0.00332909;0.0730874;111.76;109.469;110.736;160.929;115.632;165.469;8;-1;1;0.75;-0.117574;3.71874;2530.79;1784.95
0.32;1091;1018.53;1051.85;1012.92;2088.72;1518.2;-0.00420075;0.0739503;-0.00979925;0.00804971;-0.0884149;3.26494;11.1751;6.88314;3.92813;2.99014;-0.0206;0.1808;1750;3750;6500;6250;-0.287915;0.0565125;-1.22;-0.00420075;0.0739503;110.55;108.201;109.454;159.66;115.632;165.469;8;-1;1;0.75;-0.121638;3.6306;2088.72;1518.2
0.36;1100.01;1018.53;1056.11;1012.92;1872.81;1408.01;-0.00465427;0.0741549;-0.00934573;0.00784511;-0.0914427;3.30072;11.3476;6.90862;3.19959;2.58962;-0.0206;0.1808;1750;3750;6500;6250;-0.29418;0.0594396;-1.25;-0.00465427;0.0741549;109.91;107.901;108.787;159.359;115.632;165.469;8;-1;1;0.75;-0.126263;3.71227;1872.81;1408.01
