0;1018.58;1018.58;1013.03;1013;3971.9;2737.1;0.000636496;0.0696201;-0.0146365;0.0123799;-0.0722896;3.45071;11.2975;7.78829;11.2975;7.78529;-0.0206;0.1808;1750;3750;6500;6250;-0.215588;-0.00539013;-0.86;0.000636496;0.0696201;116.02;112.537;115.247;164.002;114.311;163.443;8;-1;1;0.75;-0.0722896;3.45071;3971.9;2737.1
0.04;1018.52;1018.58;1012.99;1013;4096;2824.91;0.000738377;0.0697764;-0.0147384;0.0122236;-0.0730825;3.46454;11.355;7.80729;11.361;7.80829;-0.0206;0.1808;1750;3750;6500;6250;-0.190094;-0.00316457;-0.76;0.000738377;0.0697764;116.08;112.306;115.397;163.772;114.311;163.443;8;-1;1;0.75;-0.0822008;3.62357;4096;2824.91
0.08;1019.57;1018.58;1013.87;1013;4096;2891.08;0.000711177;0.0697398;-0.0147112;0.0122602;-0.0745489;3.49505;11.475;7.85608;11.376;7.76908;-0.0206;0.1808;1750;3750;6500;6250;-0.190194;-0.00368728;-0.76;0.000711177;0.0697398;116.04;112.359;115.357;163.825;114.311;163.443;8;-1;1;0.75;-0.0914125;3.84595;4096;2891.08
0.12;1027.84;1018.58;1019.99;1013;4096;2774.39;0.000339252;0.070102;-0.0143393;0.011898;-0.0765431;3.53201;11.6256;7.90988;10.6996;7.21088;-0.0206;0.1808;1750;3750;6500;6250;-0.19668;0.00148873;-0.79;0.000339252;0.070102;115.52;111.827;114.81;163.293;114.311;163.443;8;-1;1;0.75;-0.0994763;3.95702;4096;2774.39
0.16;1034.31;1018.58;1025.08;1013;4062.41;2698.59;-0.000107472;0.0700729;-0.0138925;0.0119271;-0.0789346;3.58314;11.825;7.99325;10.252;6.78525;-0.0206;0.1808;1750;3750;6500;6250;-0.204233;0.00107522;-0.82;-0.000107472;0.0700729;114.89;111.87;114.153;163.336;114.311;163.443;8;-1;1;0.75;-0.106437;4.17121;4062.41;2698.59
0.2;1051.67;1018.58;1035.56;1013;3620.86;2416.72;-0.000866304;0.0710547;-0.0131337;0.0109453;-0.0816703;3.62475;12.0065;8.04191;8.69748;5.78591;-0.0206;0.1808;1750;3750;6500;6250;-0.211235;0.0151049;-0.86;-0.000866304;0.0710547;113.81;110.427;113.037;161.892;114.311;163.443;8;-1;1;0.75;-0.113131;4.1032;3620.86;2416.72
0.24;1061.96;1018.58;1041.06;1013;3417.2;2299.49;-0.00136063;0.0714676;-0.0126394;0.0105324;-0.084727;3.66894;12.2029;8.08993;7.86489;5.28393;-0.0206;0.1808;1750;3750;6500;6250;-0.217341;0.0210065;-0.89;-0.00136063;0.0714676;113.11;109.82;112.311;161.285;114.311;163.443;8;-1;1;0.75;-0.119879;4.17716;3417.2;2299.49
0.28;1081.43;1018.58;1052.42;1013;2869.79;1955.48;-0.00232818;0.0726048;-0.0116718;0.00939518;-0.0879662;3.69868;12.3638;8.09355;6.07876;4.15155;-0.0206;0.1808;1750;3750;6500;6250;-0.230761;0.0372603;-0.96;-0.00232818;0.0726048;111.75;108.149;110.888;159.612;114.311;163.443;8;-1;1;0.75;-0.125218;4.04071;2869.79;1955.48
0.32;1102.53;1018.58;1064.65;1013;2249.64;1572.22;-0.00333861;0.072947;-0.0106614;0.00905299;-0.0912021;3.7314;12.5328;8.1055;4.13779;2.9405;-0.0206;0.1808;1750;3750;6500;6250;-0.239248;0.042153;-1;-0.00333861;0.072947;110.3;107.646;109.402;159.109;114.311;163.443;8;-1;1;0.75;-0.128414;4.10769;2249.64;1572.22
0.36;1111.63;1018.58;1069.59;1013;2040.65;1438.12;-0.00358134;0.0730572;-0.0104187;0.00894278;-0.0946658;3.77153;12.7278;8.13241;3.42284;2.47341;-0.0206;0.1808;1750;3750;6500;6250;-0.246053;0.0437308;-1.03;-0.00358134;0.0730572;109.97;107.485;109.045;158.947;114.311;163.443;8;-1;1;0.75;-0.134499;4.23303;2040.65;1438.12
