0;1043.97;-20.904;1023.06;3754.67;0.7054
0.01;1043.97;-21.1738;1022.79;3754.67;0.6334
0.02;1043.97;-21.024;1022.94;3754.67;0.6724
0.03;1043.97;-11.0202;1032.95;3754.67;4.3682
0.04;1043.97;7.08625;1051.05;3754.67;7.242
0.05;1043.97;37.0715;1081.04;3754.67;11.9296
0.06;1043.97;62.2066;1106.17;3754.67;10.0441
0.07;1043.97;86.1994;1130.17;3754.67;2.7793
0.08;1043.97;101.358;1145.33;3754.67;0.24
0.09;1043.97;125.202;1169.17;3754.67;2.2237
0.1;1043.97;159.157;1203.12;3754.67;6.1853
0.11;1043.97;196.572;1240.54;3754.67;14.0436
0.12;1043.97;216.513;1260.48;3754.67;15.5316
0.13;1043.97;229.908;1273.87;3754.67;12.8519
0.14;1043.97;239.623;1283.59;3754.67;11.3284
0.15;1043.97;257.103;1301.07;3754.67;11.0896
0.16;1043.97;276.792;1320.76;3754.67;12.2362
0.17;1043.97;295.614;1339.58;3754.67;13.1682
0.18;1043.97;314.161;1358.13;3754.67;14.1983
0.19;1043.97;333.913;1377.88;3754.67;13.3784
0.2;1043.97;355.077;1399.04;3754.67;12.7591
0.21;1043.97;374.908;1418.88;3754.67;13.7381
0.22;1043.97;396.484;1440.45;3754.67;17.4061
0.23;1043.97;415.545;1459.51;3754.67;29.0618
0.24;1043.97;424.385;1468.35;3754.67;39.0983
0.25;1043.97;436.467;1480.43;3754.67;45.0764
0.26;1043.97;442.502;1486.47;3754.67;42.2517
0.27;1043.97;446.384;1490.35;3754.67;39.7733
0.28;1043.97;454.632;1498.6;3754.67;36.2953
0.29;1043.97;489.507;1533.47;3754.67;35.0225
0.3;1043.97;514.593;1558.56;3754.67;40.3059
0.31;1043.97;515.496;1559.46;3754.67;44.4713
0.32;1043.97;516.72;1560.69;3754.67;40.3643
0.33;1043.97;516.808;1560.77;3754.67;35.4718
0.34;1043.97;536.497;1580.46;3754.67;32.274
0.35;1043.97;558.748;1602.71;3754.67;31.7557
0.36;1043.97;565.519;1609.49;3754.67;41.0539
0.37;1043.97;577.668;1621.63;3754.67;46.3636
0.38;1043.97;582.482;1626.45;3754.67;42.9752
0.39;1043.97;583.582;1627.55;3754.67;39.0783
0.4;1043.97;590.087;1634.05;3754.67;36.651
0.41;1043.97;609.86;1653.83;3754.67;36.6254
0.42;1043.97;626.17;1670.14;3754.67;42.3884
0.43;1043.97;639.696;1683.66;3754.67;47.9547
0.44;1043.97;642.233;1686.2;3754.67;53.732
0.45;1043.97;636.267;1680.23;3754.67;47.8748
0.46;1043.97;634.216;1678.18;3754.67;43.2553
0.47;1043.97;660.071;1704.04;3754.67;39.9101
0.48;1043.97;682.644;1726.61;3754.67;38.9356
0.49;1043.97;688.576;1732.54;3754.67;43.3985
0.5;1043.97;688.773;1732.74;3754.67;51.0256
0.51;1043.97;685.655;1729.62;3754.67;49.7746
0.52;1043.97;681.543;1725.51;3754.67;45.937
0.53;1043.97;697.968;1741.94;3754.67;42.2581
0.54;1043.97;713.584;1757.55;3754.67;41.6822
0.55;1043.97;722.632;1766.6;3754.67;43.8183
0.56;1043.97;722.37;1766.34;3754.67;49.7848
0.57;1043.97;731.203;1775.17;3754.67;56.7668
0.58;1043.97;743.818;1787.78;3754.67;58.4441
0.59;1043.97;749.416;1793.38;3754.67;58.975
0.6;1043.97;746.792;1790.76;3754.67;56.715
0.61;1043.97;743.618;1787.58;3754.67;53.1634
0.62;1043.97;747.994;1791.96;3754.67;48.8957
0.63;1043.97;760.315;1804.28;3754.67;44.4991
0.64;1043.97;767.06;1811.03;3754.67;41.5516
0.65;1043.97;774.878;1818.84;3754.67;39.6502
0.66;1043.97;786.77;1830.74;3754.67;38.013
0.67;1043.97;794.274;1838.24;3754.67;45.5428
0.68;1043.97;800.329;1844.3;3754.67;53.5316
0.69;1043.97;809.296;1853.26;3754.67;59.4954
0.7;1043.97;813.577;1857.54;3754.67;63.4856
0.71;1043.97;816.993;1860.96;3754.67;65.9792
0.72;1043.97;816.149;1860.12;3754.67;65.3349
0.73;1043.97;808.082;1852.05;3754.67;62.0175
0.74;1043.97;802.857;1846.82;3754.67;57.4125
0.75;1043.97;805.52;1849.49;3754.67;52.9732
0.76;1043.97;818.515;1862.48;3754.67;47.4158
0.77;1043.97;829.832;1873.8;3754.67;43.4748
0.78;1043.97;836.4;1880.37;3754.67;40.3664
0.79;1043.97;842.801;1886.77;3754.67;37.4246
0.8;1043.97;852.961;1896.93;3754.67;39.4964
0.81;1043.97;863.328;1907.29;3754.67;41.2957
0.82;1043.97;868.402;1912.37;3754.67;42.6263
0.83;1043.97;870.269;1914.24;3754.67;43.5417
0.839999;1043.97;870.604;1914.57;3754.67;51.0206
0.849999;1043.97;872.631;1916.6;3754.67;57.1585
