0;21629.3;218.485;21847.8;2048;2.2095;2.23176
0.01;21629.3;218.485;21847.8;2048;3.2805;2.23176
0.02;21629.3;218.485;21847.8;2048;5.1288;2.23176
0.03;21629.3;218.485;21847.8;2048;4.8515;2.23176
0.04;21629.3;218.485;21847.8;2048;4.2817;2.23176
0.05;21629.3;218.485;21847.8;2048;3.5334;2.23176
0.06;21629.3;218.485;21847.8;2048;3.3288;2.23176
0.07;21629.3;218.485;21847.8;2048;5.6806;2.23176
0.08;21629.3;218.485;21847.8;2048;6.7842;2.23176
0.09;21629.3;218.485;21847.8;2048;5.2175;2.23176
0.1;21629.3;218.485;21847.8;2048;5.2229;2.23176
0.11;21629.3;218.485;21847.8;2048;6.676;2.23176
0.12;21629.3;218.485;21847.8;2048;9.2631;2.23176
0.13;21629.3;218.485;21847.8;2048;11.1362;2.23176
0.14;21629.3;218.485;21847.8;2048;10.2898;2.23176
0.15;21629.3;218.485;21847.8;2048;10.8643;2.23176
0.16;21629.3;218.485;21847.8;2048;13.1077;2.23176
0.17;21629.3;218.485;21847.8;2048;13.1918;2.23176
0.18;21629.3;218.485;21847.8;2048;15.1984;2.23176
0.19;21629.3;218.485;21847.8;2048;15.2018;2.23176
0.2;21629.3;218.485;21847.8;2048;14.751;2.23176
0.21;21629.3;218.485;21847.8;2048;18.0158;2.23176
0.22;21629.3;218.485;21847.8;2048;19.8508;2.23176
0.23;21629.3;218.485;21847.8;2048;17.2109;2.23176
0.24;21629.3;218.485;21847.8;2048;17.9104;2.23176
0.25;21629.3;218.485;21847.8;2048;21.9775;2.23176
0.26;21629.3;218.485;21847.8;2048;21.2555;2.23176
0.27;21629.3;218.485;21847.8;2048;21.5869;2.23176
0.28;21629.3;218.485;21847.8;2048;21.8739;2.23176
0.29;21629.3;218.485;21847.8;2048;23.6218;2.23176
0.3;21629.3;218.485;21847.8;2048;24.3547;2.23176
0.31;21629.3;218.485;21847.8;2048;23.6566;2.23176
