0;1006.28;0;1006.28;1706.67
0.01;1006.28;0.05;1006.33;1706.67
0.02;1006.28;0.18;1006.46;1706.67
0.03;1006.28;0.03;1006.31;1706.67
0.04;1006.28;38.21;1044.49;1706.67
0.05;1006.28;47.21;1053.49;1706.67
0.06;1006.28;116.89;1123.17;1706.67
0.07;1006.28;146.84;1153.12;1706.67
0.08;1006.28;192.87;1199.15;1706.67
0.09;1006.28;270.75;1277.03;1706.67
0.1;1006.28;308.79;1315.07;1706.67
0.11;1006.28;333.89;1340.17;1706.67
0.12;1006.28;370.9;1377.18;1706.67
0.13;1006.28;365.88;1372.16;1706.67
0.14;1006.28;414.37;1420.65;1706.67
0.15;1006.28;384.24;1390.52;1706.67
0.16;1006.28;436.32;1442.6;1706.67
0.17;1006.28;406.35;1412.63;1706.67
0.18;1006.28;447.84;1454.12;1706.67
0.19;1006.28;465.62;1471.9;1706.67
0.2;1006.28;453.74;1460.02;1706.67
0.21;1006.28;495.88;1502.16;1706.67
0.22;1006.28;460.32;1466.6;1706.67
0.23;1006.28;510.16;1516.44;1706.67
0.24;1006.28;473.69;1479.97;1706.67
0.25;1006.28;513.12;1519.4;1706.67
0.26;1006.28;507.79;1514.07;1706.67
0.27;1006.28;520.09;1526.37;1706.67
0.28;1006.28;510.74;1517.02;1706.67
0.29;1006.28;521.3;1527.58;1706.67
0.3;1006.28;531.8;1538.08;1706.67
0.31;1006.28;519.02;1525.3;1706.67
0.32;1006.28;544.04;1550.32;1706.67
0.33;1006.28;521.71;1527.99;1706.67
0.34;1006.28;546.94;1553.22;1706.67
0.35;1006.28;521.78;1528.06;1706.67
0.36;1006.28;554.91;1561.19;1706.67
0.37;1006.28;518.54;1524.82;1706.67
0.38;1006.28;560.75;1567.03;1706.67
0.39;1006.28;518.62;1524.9;1706.67
0.4;1006.28;558.89;1565.17;1706.67
0.41;1006.28;520.3;1526.58;1706.67
0.42;1006.28;553.43;1559.71;1706.67
0.43;1006.28;553.43;1559.71;1706.67
0.44;1006.28;555;1561.28;1706.67
0.45;1006.28;550.69;1556.97;1706.67
0.46;1006.28;553.85;1560.13;1706.67
0.47;1006.28;544.2;1550.48;1706.67
0.48;1006.28;564.31;1570.59;1706.67
0.49;1006.28;544.44;1550.72;1706.67
0.5;1006.28;567.56;1573.84;1706.67
0.51;1006.28;542.21;1548.49;1706.67
0.52;1006.28;572.59;1578.87;1706.67
0.53;1006.28;545.43;1551.71;1706.67
0.54;1006.28;573.89;1580.17;1706.67
0.55;1006.28;541.26;1547.54;1706.67
0.56;1006.28;568.09;1574.37;1706.67
0.57;1006.28;555.98;1562.26;1706.67
0.58;1006.28;558.22;1564.5;1706.67
0.59;1006.28;560.88;1567.16;1706.67
0.6;1006.28;555.42;1561.7;1706.67
0.61;1006.28;554.17;1560.45;1706.67
0.62;1006.28;550.09;1556.37;1706.67
0.63;1006.28;562.29;1568.57;1706.67
0.64;1006.28;541.97;1548.25;1706.67
0.65;1006.28;564.93;1571.21;1706.67
0.66;1006.28;538.86;1545.14;1706.67
0.67;1006.28;561.6;1567.88;1706.67
0.68;1006.28;535.53;1541.81;1706.67
0.69;1006.28;563.53;1569.81;1706.67
0.7;1006.28;535.49;1541.77;1706.67
0.71;1006.28;566.25;1572.53;1706.67
0.72;1006.28;530.18;1536.46;1706.67
0.73;1006.28;563.25;1569.53;1706.67
0.74;1006.28;537.01;1543.29;1706.67
0.75;1006.28;555.37;1561.65;1706.67
0.76;1006.28;551.37;1557.65;1706.67
0.77;1006.28;555.72;1562;1706.67
0.78;1006.28;542.05;1548.33;1706.67
0.79;1006.28;550.53;1556.81;1706.67
0.8;1006.28;553.7;1559.98;1706.67
0.81;1006.28;543.28;1549.56;1706.67
0.82;1006.28;558.25;1564.53;1706.67
0.83;1006.28;542.15;1548.43;1706.67
0.839999;1006.28;555.65;1561.93;1706.67
0.849999;1006.28;539.62;1545.9;1706.67
0.859999;1006.28;562.04;1568.32;1706.67
0.869999;1006.28;533.12;1539.4;1706.67
0.879999;1006.28;565.41;1571.69;1706.67
0.889999;1006.28;530.76;1537.04;1706.67
0.899999;1006.28;563.47;1569.75;1706.67
0.909999;1006.28;530.67;1536.95;1706.67
0.919999;1006.28;561.77;1568.05;1706.67
0.929999;1006.28;561.77;1568.05;1706.67
0.939999;1006.28;563.18;1569.46;1706.67
