0;1021.68;1021.69;1016.29;1016.25;0;0;-0.00025031;0.0700085;-0.535875;0.000356175;-2.15;118;110;116.069;161.434;116.437;161.447;0.0700249;118;110
0.04;1021.7;1021.69;1016.26;1016.25;0;0;-0.00025031;0.0700085;-0.535875;0.000356175;-2.15;118;110;116.069;161.434;116.437;161.447;0.0700249;118;110
0.08;1021.71;1021.69;1016.27;1016.25;0;0;-0.00025031;0.0700085;-0.535875;0.000356175;-2.15;118;110;116.069;161.434;116.437;161.447;0.0700249;118;110
0.12;1021.69;1021.69;1016.26;1016.25;0;0;-0.00025031;0.0700085;-0.535875;0.000356175;-2.15;118;110;116.069;161.434;116.437;161.447;0.0700249;118;110
0.16;1021.69;1021.69;1016.27;1016.25;0;0;-0.00025031;0.0700085;-0.535875;0.000356175;-2.15;118;110;116.069;161.434;116.437;161.447;0.0700249;118;110
0.2;1021.72;1021.69;1016.27;1016.25;0;0;-0.00025031;0.0700085;-0.535875;0.000356175;-2.15;118;110;116.069;161.434;116.437;161.447;0.0700249;118;110
0.24;1021.75;1021.69;1016.26;1016.25;0;0;-0.00025031;0.0700085;-0.535875;0.000356175;-2.15;118;110;116.069;161.434;116.437;161.447;0.0700249;118;110
0.28;1021.73;1021.69;1016.28;1016.25;0;0;-0.000256414;0.0700087;-0.538364;0.000361624;-2.16;118;110;116.06;161.434;116.437;161.447;0.0700253;118;110
0.32;1021.72;1021.69;1016.29;1016.25;0;0;-0.000256414;0.0700087;-0.538364;0.000361624;-2.16;118;110;116.06;161.434;116.437;161.447;0.0700253;118;110
0.36;1021.72;1021.69;1016.28;1016.25;0;0;-0.000256414;0.0700087;-0.538364;0.000361624;-2.16;118;110;116.06;161.434;116.437;161.447;0.0700253;118;110
0.4;1021.72;1021.69;1016.29;1016.25;0;0;-0.000256414;0.0700087;-0.538364;0.000361624;-2.16;118;110;116.06;161.434;116.437;161.447;0.0700253;118;110
0.44;1021.69;1021.69;1016.27;1016.25;0;0;-0.000262519;0.070009;-0.540854;0.000367134;-2.17;118;110;116.051;161.434;116.437;161.447;0.0700257;118;110
0.48;1021.72;1021.69;1016.28;1016.25;0;0;-0.000262519;0.070009;-0.540854;0.000367134;-2.17;118;110;116.051;161.434;116.437;161.447;0.0700257;118;110
