0;1021.59;1021.6;1016.18;1016.16;0;0;-0.00175788;0.0705095;0.00175788;-0.000509549;0.00877287;-0.138751;-0.596648;-0.170781;-0.595648;-0.172781;-0.0206;0.1808;1750;3750;6500;6250;-0.45043;0.0074487;-1.82;-0.00175788;0.0705095;117.51;116.277;115.875;167.722;118.46;168.471;8;-1;1;0.75;0.00877287;-0.138751;0;0 0 0.07
0.04;1021.59;1021.6;1016.17;1016.16;0;0;-0.00189651;0.0708821;0.00189651;-0.000871413;0.00892607;-0.147493;-0.624543;-0.191239;-0.623543;-0.192239;-0.0206;0.1808;1750;3750;6500;6250;-0.462829;0.0127828;-1.88;-0.00189651;0.0708821;117.36;115.731;115.671;167.174;118.46;168.471;8;-1;1;0.75;0.0106879;-0.248028;0;0 0 0.0700107
0.08;1021.62;1021.6;1016.16;1016.16;0;0;-0.00259691;0.0708446;0.00259691;-0.000823279;0.00944373;-0.155505;-0.659264;-0.200831;-0.661264;-0.200831;-0.0206;0.1808;1750;3750;6500;6250;-0.463074;0.0122475;-1.88;-0.00259691;0.0708446;116.33;115.786;114.641;167.229;118.46;168.471;8;-1;1;0.75;0.0153968;-0.247641;0;0 0 0.0700213
0.12;1021.62;1021.6;1016.16;1016.16;0;0;-0.00231131;0.0708083;0.00231131;-0.0007763;0.00993944;-0.162967;-0.691931;-0.209434;-0.693931;-0.209434;-0.0206;0.1808;1750;3750;6500;6250;-0.463312;0.0117287;-1.88;-0.00231131;0.0708083;116.75;115.84;115.061;167.283;118.46;168.471;8;-1;1;0.75;0.0156401;-0.248776;0;0 0 0.070032
0.16;1021.65;1021.6;1016.13;1016.16;0;0;-0.00232491;0.0715256;0.00232491;-0.00148297;0.0105404;-0.186694;-0.772134;-0.260466;-0.777134;-0.257466;-0.0206;0.1808;1750;3750;6500;6250;-0.458665;0.0219781;-1.88;-0.00232491;0.0715256;116.73;114.785;115.041;166.228;118.46;168.471;8;-1;1;0.75;0.0174509;-0.459557;0;0 0 0.0700427
0.2;1021.66;1021.6;1016.15;1016.16;0;0;-0.00227731;0.070809;0.00227731;-0.000755715;0.0111748;-0.194259;-0.808454;-0.265986;-0.814454;-0.264986;-0.0206;0.1808;1750;3750;6500;6250;-0.463307;0.0117394;-1.88;-0.00227731;0.070809;116.8;115.839;115.111;167.281;118.46;168.471;8;-1;1;0.75;0.0184714;-0.281252;0;0 0 0.0700533
0.24;1021.68;1021.6;1016.12;1016.16;0;0;-0.00196451;0.070591;0.00196451;-0.00052704;0.0117453;-0.197156;-0.830311;-0.260153;-0.838311;-0.256153;-0.0206;0.1808;1750;3750;6500;6250;-0.464737;0.00862443;-1.88;-0.00196451;0.070591;117.26;116.159;115.571;167.602;118.46;168.471;8;-1;1;0.75;0.0183051;-0.230473;0;0 0 0.070064
0.28;1021.67;1021.6;1016.09;1016.16;0;0;-0.00280771;0.0708934;0.00280771;-0.000818701;0.0127169;-0.206894;-0.880825;-0.263499;-0.887825;-0.256499;-0.0206;0.1808;1750;3750;6500;6250;-0.462756;0.0129441;-1.88;-0.00280771;0.0708934;116.02;115.715;114.331;167.157;118.46;168.471;8;-1;1;0.75;0.0238908;-0.318881;0;0 0 0.0700747
0.32;1021.63;1021.6;1016.08;1016.16;0;0;-0.00229771;0.0705049;0.00229771;-0.000419551;0.0135392;-0.208081;-0.904067;-0.246826;-0.907067;-0.238826;-0.0206;0.1808;1750;3750;6500;6250;-0.465305;0.00739338;-1.88;-0.00229771;0.0705049;116.77;116.286;115.081;167.729;118.46;168.471;8;-1;1;0.75;0.0229953;-0.221739;0;0 0 0.0700853
0.36;1021.65;1021.6;1016.11;1016.16;0;0;-0.00218891;0.071015;0.00218891;-0.000918952;0.0143887;-0.220918;-0.960186;-0.261705;-0.965186;-0.256705;-0.0206;0.1808;1750;3750;6500;6250;-0.461963;0.0146814;-1.88;-0.00218891;0.071015;116.93;115.536;115.241;166.979;118.46;168.471;8;-1;1;0.75;0.0241583;-0.368536;0;0 0 0.070096
0.4;1021.64;1021.6;1016.13;1016.16;0;0;-0.00251531;0.071446;0.00251531;-0.00133934;0.0154311;-0.243324;-1.04745;-0.298367;-1.05145;-0.295367;-0.0206;0.1808;1750;3750;6500;6250;-0.459176;0.0208404;-1.88;-0.00251531;0.071446;116.45;114.902;114.761;166.345;118.46;168.471;8;-1;1;0.75;0.0274189;-0.500991;0;0 0 0.0701067
0.44;1021.63;1021.6;1016.11;1016.16;0;0;-0.00265131;0.0709918;0.00265131;-0.000874499;0.0165574;-0.255311;-1.10794;-0.30418;-1.11094;-0.29918;-0.0206;0.1808;1750;3750;6500;6250;-0.462114;0.014351;-1.88;-0.00265131;0.0709918;116.25;115.57;114.561;167.013;118.46;168.471;8;-1;1;0.75;0.0295097;-0.393164;0;0 0 0.0701173
0.48;1021.6;1021.6;1016.11;1016.16;0;0;-0.00268531;0.0714164;0.00268531;-0.00128836;0.0177631;-0.27677;-1.19655;-0.33426;-1.19655;-0.32926;-0.0206;0.1808;1750;3750;6500;6250;-0.459367;0.0204167;-1.88;-0.00268531;0.0714164;116.2;114.945;114.511;166.388;118.46;168.471;8;-1;1;0.75;0.0316291;-0.523553;0;0 0 0.070128
0.52;1021.59;1021.6;1016.12;1016.16;0;0;-0.00237931;0.0707271;0.00237931;-0.000588441;0.0188594;-0.282622;-1.23934;-0.323837;-1.23834;-0.319837;-0.0206;0.1808;1750;3750;6500;6250;-0.463843;0.0105686;-1.88;-0.00237931;0.0707271;116.65;115.959;114.961;167.402;118.46;168.471;8;-1;1;0.75;0.0314657;-0.34992;0;0 0 0.0701387
0.56;1021.61;1021.6;1016.14;1016.16;0;0;-0.00184891;0.0707999;0.00184891;-0.000650603;0.0197826;-0.290264;-1.28288;-0.322561;-1.28388;-0.320561;-0.0206;0.1808;1750;3750;6500;6250;-0.463366;0.0116092;-1.88;-0.00184891;0.0707999;117.43;115.852;115.741;167.295;118.46;168.471;8;-1;1;0.75;0.0303995;-0.37814;0;0 0 0.0701493
0.6;1021.63;1021.6;1016.16;1016.16;0;0;-0.00226371;0.0711148;0.00226371;-0.000954776;0.0209074;-0.304903;-1.35067;-0.335744;-1.35367;-0.335744;-0.0206;0.1808;1750;3750;6500;6250;-0.461315;0.0161077;-1.88;-0.00226371;0.0711148;116.82;115.389;115.131;166.832;118.46;168.471;8;-1;1;0.75;0.0338428;-0.473254;0;0 0 0.07016
0.64;1021.63;1021.6;1016.14;1016.16;0;0;-0.00186931;0.071358;0.00186931;-0.00118735;0.0219131;-0.324939;-1.43049;-0.366742;-1.43349;-0.364742;-0.0206;0.1808;1750;3750;6500;6250;-0.459742;0.0195831;-1.88;-0.00186931;0.071358;117.4;115.031;115.711;166.474;118.46;168.471;8;-1;1;0.75;0.033479;-0.555351;0;0 0 0.0701707
0.68;1021.59;1021.6;1016.13;1016.16;0;0;-0.00190331;0.0703048;0.00190331;-0.000123495;0.0228998;-0.321139;-1.44393;-0.332284;-1.44293;-0.329284;-0.0206;0.1808;1750;3750;6500;6250;-0.466629;0.00453491;-1.88;-0.00190331;0.0703048;117.35;116.58;115.661;168.023;118.46;168.471;8;-1;1;0.75;0.034247;-0.277439;0;0 0 0.0701813
0.72;1021.61;1021.6;1016.12;1016.16;0;0;-0.00196451;0.0702334;0.00196451;-4.1428e-05;0.0239257;-0.31592;-1.45439;-0.292951;-1.45539;-0.288951;-0.0206;0.1808;1750;3750;6500;6250;-0.467104;0.00351476;-1.88;-0.00196451;0.0702334;117.26;116.685;115.571;168.128;118.46;168.471;8;-1;1;0.75;0.0357234;-0.255902;0;0 0 0.070192
0.76;1021.67;1021.6;1016.15;1016.16;0;0;-0.00199851;0.0701822;0.00199851;2.04427e-05;0.0249807;-0.309737;-1.4629;-0.250244;-1.4699;-0.249244;-0.0206;0.1808;1750;3750;6500;6250;-0.467445;0.00278315;-1.88;-0.00199851;0.0701822;117.21;116.76;115.521;168.203;118.46;168.471;8;-1;1;0.75;0.0371138;-0.238631;0;0 0 0.0702027
0.8;1021.64;1021.6;1016.13;1016.16;0;0;-0.00186251;0.0706515;0.00186251;-0.000438159;0.0260238;-0.314277;-1.50078;-0.237484;-1.50478;-0.234484;-0.0206;0.1808;1750;3750;6500;6250;-0.46434;0.00948819;-1.88;-0.00186251;0.0706515;117.41;116.07;115.721;167.513;118.46;168.471;8;-1;1;0.75;0.0380189;-0.366494;0;0 0 0.0702133
0.84;1021.62;1021.6;1016.15;1016.16;0;0;-0.00245411;0.0711824;0.00245411;-0.000958436;0.0273444;-0.330579;-1.57791;-0.250514;-1.57991;-0.249514;-0.0206;0.1808;1750;3750;6500;6250;-0.460876;0.0170744;-1.88;-0.00245411;0.0711824;116.54;115.29;114.851;166.732;118.46;168.471;8;-1;1;0.75;0.0425312;-0.518054;0;0 0 0.070224
0.88;1021.58;1021.6;1016.16;1016.16;0;0;-0.00235891;0.0713535;0.00235891;-0.00111886;0.0286586;-0.350475;-1.66483;-0.273638;-1.66283;-0.273638;-0.0206;0.1808;1750;3750;6500;6250;-0.459771;0.019519;-1.88;-0.00235891;0.0713535;116.68;115.038;114.991;166.481;118.46;168.471;8;-1;1;0.75;0.0437721;-0.579278;0;0 0 0.0702347
0.92;1021.59;1021.6;1016.16;1016.16;0;0;-0.00230451;0.0717;0.00230451;-0.00145465;0.0299892;-0.377829;-1.77277;-0.316986;-1.77177;-0.316986;-0.0206;0.1808;1750;3750;6500;6250;-0.45755;0.0244693;-1.88;-0.00230451;0.0717;116.76;114.528;115.071;165.971;118.46;168.471;8;-1;1;0.75;0.0452915;-0.692391;0;0 0 0.0702453
0.96;1021.66;1021.6;1016.15;1016.16;0;0;-0.00180811;0.0705397;0.00180811;-0.0002837;0.0310672;-0.378815;-1.80167;-0.293548;-1.80767;-0.292548;-0.0206;0.1808;1750;3750;6500;6250;-0.465076;0.00789084;-1.88;-0.00180811;0.0705397;117.49;116.235;115.801;167.678;118.46;168.471;8;-1;1;0.75;0.0434639;-0.390154;0;0 0 0.070256
1;1021.64;1021.6;1016.13;1016.16;0;0;-0.00188971;0.0709196;0.00188971;-0.000652949;0.0322068;-0.38834;-1.85567;-0.292229;-1.85967;-0.289229;-0.0206;0.1808;1750;3750;6500;6250;-0.462584;0.0133192;-1.88;-0.00188971;0.0709196;117.37;115.676;115.681;167.119;118.46;168.471;8;-1;1;0.75;0.0453125;-0.497879;0;0 0 0.0702667
1.04;1021.64;1021.6;1016.16;1016.16;0;0;-0.00165851;0.0705682;0.00165851;-0.000290859;0.0332399;-0.389897;-1.88505;-0.27146;-1.88905;-0.27146;-0.0206;0.1808;1750;3750;6500;6250;-0.464888;0.00829796;-1.88;-0.00165851;0.0705682;117.71;116.193;116.021;167.636;118.46;168.471;8;-1;1;0.75;0.0451204;-0.407802;0;0 0 0.0702773
1.08;1021.64;1021.6;1016.13;1016.16;0;0;-0.00157011;0.0715181;0.00157011;-0.00123008;0.0342977;-0.412771;-1.97398;-0.309044;-1.97798;-0.306044;-0.0206;0.1808;1750;3750;6500;6250;-0.458713;0.0218703;-1.88;-0.00157011;0.0715181;117.84;114.796;116.151;166.239;118.46;168.471;8;-1;1;0.75;0.0464621;-0.675822;0;0 0 0.070288
1.12;1021.64;1021.6;1016.11;1016.16;0;0;-0.00171291;0.0716533;0.00171291;-0.00135467;0.0354191;-0.438268;-2.07171;-0.352338;-2.07571;-0.347338;-0.0206;0.1808;1750;3750;6500;6250;-0.457848;0.0238028;-1.88;-0.00171291;0.0716533;117.63;114.597;115.941;166.04;118.46;168.471;8;-1;1;0.75;0.0483147;-0.731482;0;0 0 0.0702987
1.16;1021.67;1021.6;1016.12;1016.16;0;0;-0.00126411;0.071151;0.00126411;-0.000841619;0.0363291;-0.45216;-2.13222;-0.368667;-2.13922;-0.364667;-0.0206;0.1808;1750;3750;6500;6250;-0.46108;0.0166246;-1.88;-0.00126411;0.071151;118.29;115.336;116.601;166.779;118.46;168.471;8;-1;1;0.75;0.0467949;-0.611918;0;0 0 0.0703093
1.2;1021.67;1021.6;1016.12;1016.16;0;0;-0.00114171;0.0708681;0.00114171;-0.000548072;0.0371659;-0.45953;-2.17291;-0.368738;-2.17991;-0.364738;-0.0206;0.1808;1750;3750;6500;6250;-0.462921;0.0125827;-1.88;-0.00114171;0.0708681;118.47;115.752;116.781;167.195;118.46;168.471;8;-1;1;0.75;0.0467891;-0.544286;0;0 0 0.07032
1.24;1021.66;1021.6;1016.12;1016.16;0;0;-0.00153611;0.0704117;0.00153611;-8.10573e-05;0.0381229;-0.456508;-2.18778;-0.337152;-2.19378;-0.333152;-0.0206;0.1808;1750;3750;6500;6250;-0.465921;0.0060623;-1.88;-0.00153611;0.0704117;117.89;116.423;116.201;167.866;118.46;168.471;8;-1;1;0.75;0.0491286;-0.421752;0;0 0 0.0703307
1.28;1021.65;1021.6;1016.12;1016.16;0;0;-0.00150211;0.0707925;0.00150211;-0.000451191;0.0390934;-0.46211;-2.22683;-0.32909;-2.23183;-0.32509;-0.0206;0.1808;1750;3750;6500;6250;-0.463415;0.0115033;-1.88;-0.00150211;0.0707925;117.94;115.863;116.251;167.306;118.46;168.471;8;-1;1;0.75;0.0502537;-0.526536;0;0 0 0.0703413
1.32;1021.65;1021.6;1016.11;1016.16;0;0;-0.00166531;0.0707692;0.00166531;-0.0004172;0.0401273;-0.467068;-2.26563;-0.317709;-2.27063;-0.312709;-0.0206;0.1808;1750;3750;6500;6250;-0.463568;0.01117;-1.88;-0.00166531;0.0707692;117.7;115.897;116.011;167.34;118.46;168.471;8;-1;1;0.75;0.0520166;-0.524091;0;0 0 0.070352
1.36;1021.65;1021.6;1016.1;1016.16;0;0;-0.00118931;0.0706961;0.00118931;-0.000333433;0.0409699;-0.470384;-2.29526;-0.306424;-2.30026;-0.300424;-0.0206;0.1808;1750;3750;6500;6250;-0.464047;0.0101256;-1.88;-0.00118931;0.0706961;118.4;116.005;116.711;167.448;118.46;168.471;8;-1;1;0.75;0.0506608;-0.508511;0;0 0 0.0703627
1.4;1021.62;1021.6;1016.11;1016.16;0;0;-0.0014212;0.0701867;0.0014212;0.000186617;0.0418642;-0.46218;-2.29427;-0.26203;-2.29627;-0.25703;-0.0206;0.1808;1750;3750;6500;6250;-0.464929;0.00284538;-1.87;-0.0014212;0.0701867;118.05;116.754;116.37;168.197;118.46;168.471;8;-1;1;0.75;0.0521481;-0.367829;0;0 0 0.0703733
1.44;1021.66;1021.6;1016.11;1016.16;0;0;-0.000802403;0.0700284;0.000802403;0.000355588;0.0425045;-0.450662;-2.27796;-0.214635;-2.28396;-0.209635;-0.0206;0.1808;1750;3750;6500;6250;-0.46598;0.000583544;-1.87;-0.000802403;0.0700284;118.96;116.986;117.28;168.429;118.46;168.471;8;-1;1;0.75;0.0498686;-0.318204;0;0 0 0.070384
1.48;1021.64;1021.6;1016.11;1016.16;0;0;-0.000958803;0.0704918;0.000958803;-9.71655e-05;0.0432269;-0.449672;-2.29276;-0.194365;-2.29676;-0.189365;-0.0206;0.1808;1750;3750;6500;6250;-0.462917;0.00720497;-1.87;-0.000958803;0.0704918;118.73;116.305;117.05;167.748;118.46;168.471;8;-1;1;0.75;0.0515338;-0.438291;0;0 0 0.0703947
1.52;1021.64;1021.6;1016.12;1016.16;0;0;-0.0010812;0.0700336;0.0010812;0.000371685;0.043958;-0.438339;-2.27916;-0.145281;-2.28316;-0.141281;-0.0206;0.1808;1750;3750;6500;6250;-0.465945;0.000658358;-1.87;-0.0010812;0.0700336;118.55;116.979;116.87;168.422;118.46;168.471;8;-1;1;0.75;0.0523652;-0.308015;0;0 0 0.0704053
1.56;1021.64;1021.6;1016.11;1016.16;0;0;-0.000394403;0.0700273;0.000394403;0.000388744;0.0444142;-0.427111;-2.25919;-0.103155;-2.26319;-0.0981554;-0.0206;0.1808;1750;3750;6500;6250;-0.465988;0.00056697;-1.87;-0.000394403;0.0700273;119.56;116.988;117.88;168.431;118.46;168.471;8;-1;1;0.75;0.0496615;-0.297989;0;0 0 0.070416
1.6;1021.63;1021.6;1016.08;1016.16;0;0;-0.000319603;0.0700252;0.000319603;0.00040145;0.0448242;-0.415957;-2.23829;-0.0623578;-2.24129;-0.0543578;-0.0206;0.1808;1750;3750;6500;6250;-0.466002;0.000537854;-1.87;-0.000319603;0.0700252;119.67;116.991;117.99;168.434;118.46;168.471;8;-1;1;0.75;0.0495389;-0.287684;0;0 0 0.0704267
1.64;1021.63;1021.6;1016.08;1016.16;0;0;-0.0013668;0.0700651;0.0013668;0.000372269;0.045633;-0.405588;-2.22924;-0.0140532;-2.23224;-0.00605317;-0.0206;0.1808;1750;3750;6500;6250;-0.465737;0.00110722;-1.87;-0.0013668;0.0700651;118.13;116.932;116.45;168.376;118.46;168.471;8;-1;1;0.75;0.0549335;-0.286346;0;0 0 0.0704373
1.68;1021.63;1021.6;1016.11;1016.16;0;0;-0.0017884;0.0710224;0.0017884;-0.000574436;0.0466839;-0.41665;-2.28534;-0.0191337;-2.28834;-0.0141337;-0.0206;0.1808;1750;3750;6500;6250;-0.459459;0.0147864;-1.87;-0.0017884;0.0710224;117.51;115.525;115.83;166.968;118.46;168.471;8;-1;1;0.75;0.0587704;-0.543856;0;0 0 0.070448
1.72;1021.62;1021.6;1016.1;1016.16;0;0;-0.0017068;0.0711116;0.0017068;-0.000652918;0.0477176;-0.429364;-2.34559;-0.0292039;-2.34759;-0.0232039;-0.0206;0.1808;1750;3750;6500;6250;-0.458883;0.0160602;-1.87;-0.0017068;0.0711116;117.63;115.393;115.95;166.837;118.46;168.471;8;-1;1;0.75;0.0596052;-0.575573;0;0 0 0.0704587
1.76;1021.61;1021.6;1016.1;1016.16;0;0;-0.001768;0.0706761;0.001768;-0.000206779;0.0487483;-0.431918;-2.37767;-0.011252;-2.37867;-0.00525199;-0.0206;0.1808;1750;3750;6500;6250;-0.46171;0.00983805;-1.87;-0.001768;0.0706761;117.54;116.034;115.86;167.477;118.46;168.471;8;-1;1;0.75;0.0606008;-0.461292;0;0 0 0.0704693
1.8;1021.61;1021.6;1016.13;1016.16;0;0;-0.0020264;0.0711919;0.0020264;-0.000711892;0.0499313;-0.445798;-2.44477;-0.0209227;-2.44577;-0.0179227;-0.0206;0.1808;1750;3750;6500;6250;-0.458365;0.0172076;-1.87;-0.0020264;0.0711919;117.16;115.275;115.48;166.718;118.46;168.471;8;-1;1;0.75;0.0635363;-0.60542;0;0 0 0.07048
1.84;1021.61;1021.6;1016.14;1016.16;0;0;-0.0027948;0.0716988;0.0027948;-0.0012081;0.0514762;-0.470509;-2.55061;-0.0517625;-2.55161;-0.0497625;-0.0206;0.1808;1750;3750;6500;6250;-0.455124;0.02445;-1.87;-0.0027948;0.0716988;116.03;114.53;114.35;165.973;118.46;168.471;8;-1;1;0.75;0.0692426;-0.754683;0;0 0 0.0704907
