0;1011.18;1011.79;1005.03;1006.57;0;0;0.000930216;0.071605;2.24208e-44;1.80701e+22;-0.74;114.35;110.639;113.685;162.106;112.317;164.466;1.2732e-313;113;113
0.04;1011.82;1011.79;1006.45;1006.57;0;0;0.000682076;0.0720821;2.24208e-44;1.80701e+22;-0.79;114.03;109.938;113.32;161.404;112.317;164.466;1.2732e-313;113;113
0.08;1011.86;1011.79;1006.46;1006.57;0;0;0.000797676;0.0717238;2.24208e-44;1.80701e+22;-0.79;114.2;110.465;113.49;161.931;112.317;164.466;1.2732e-313;113;113
0.12;1011.85;1011.79;1006.46;1006.57;0;0;0.000736476;0.0716922;2.24208e-44;1.80701e+22;-0.79;114.11;110.512;113.4;161.977;112.317;164.466;1.2732e-313;113;113
0.16;1011.85;1011.79;1006.46;1006.57;0;0;0.000722876;0.0716093;2.24208e-44;1.80701e+22;-0.79;114.09;110.634;113.38;162.099;112.317;164.466;1.2732e-313;113;113
0.2;1011.84;1011.79;1006.46;1006.57;0;0;0.000701784;0.0716277;2.24208e-44;1.80701e+22;-0.78;114.05;110.606;113.349;162.072;112.317;164.466;1.2732e-313;113;113
0.24;1011.85;1011.79;1006.47;1006.57;0;0;0.000524984;0.0715608;2.24208e-44;1.80701e+22;-0.78;113.79;110.705;113.089;162.171;112.317;164.466;1.2732e-313;113;113
0.28;1011.85;1011.79;1006.49;1006.57;0;0;0.000586184;0.071643;2.24208e-44;1.80701e+22;-0.78;113.88;110.584;113.179;162.05;112.317;164.466;1.2732e-313;113;113
0.32;1011.85;1011.79;1006.49;1006.57;0;0;0.000790184;0.0715193;2.24208e-44;1.80701e+22;-0.78;114.18;110.766;113.479;162.232;112.317;164.466;1.2732e-313;113;113
0.36;1011.86;1011.79;1006.48;1006.57;0;0;0.000762984;0.0714795;2.24208e-44;1.80701e+22;-0.78;114.14;110.825;113.439;162.29;112.317;164.466;1.2732e-313;113;113
0.4;1011.83;1011.79;1006.47;1006.57;0;0;0.000722184;0.0712998;2.24208e-44;1.80701e+22;-0.78;114.08;111.089;113.379;162.555;112.317;164.466;1.2732e-313;113;113
0.44;1011.85;1011.79;1006.46;1006.57;0;0;0.000708584;0.0716549;2.24208e-44;1.80701e+22;-0.78;114.06;110.567;113.359;162.032;112.317;164.466;1.2732e-313;113;113
0.48;1011.88;1011.79;1006.48;1006.57;0;0;0.000558984;0.0719934;2.24208e-44;1.80701e+22;-0.78;113.84;110.069;113.139;161.535;112.317;164.466;1.2732e-313;113;113
0.52;1011.87;1011.79;1006.47;1006.57;0;0;0.000484184;0.0718863;2.24208e-44;1.80701e+22;-0.78;113.73;110.226;113.029;161.692;112.317;164.466;1.2732e-313;113;113
0.56;1011.86;1011.79;1006.48;1006.57;0;0;0.000524984;0.0717548;2.24208e-44;1.80701e+22;-0.78;113.79;110.42;113.089;161.885;112.317;164.466;1.2732e-313;113;113
0.6;1011.84;1011.79;1006.48;1006.57;0;0;0.000586184;0.0714122;2.24208e-44;1.80701e+22;-0.78;113.88;110.924;113.179;162.389;112.317;164.466;1.2732e-313;113;113
0.64;1011.82;1011.79;1006.48;1006.57;0;0;0.000600476;0.0715692;2.24208e-44;1.80701e+22;-0.79;113.91;110.693;113.2;162.158;112.317;164.466;1.2732e-313;113;113
0.68;1011.86;1011.79;1006.45;1006.57;0;0;0.000797676;0.0717753;2.24208e-44;1.80701e+22;-0.79;114.2;110.39;113.49;161.855;112.317;164.466;1.2732e-313;113;113
0.72;1011.83;1011.79;1006.44;1006.57;0;0;0.000736476;0.0717212;2.24208e-44;1.80701e+22;-0.79;114.11;110.469;113.4;161.935;112.317;164.466;1.2732e-313;113;113
0.76;1011.84;1011.79;1006.46;1006.57;0;0;0.000716076;0.071461;2.24208e-44;1.80701e+22;-0.79;114.08;110.852;113.37;162.318;112.317;164.466;1.2732e-313;113;113
0.8;1011.81;1011.79;1006.47;1006.57;0;0;0.000695676;0.0717144;2.24208e-44;1.80701e+22;-0.79;114.05;110.479;113.34;161.945;112.317;164.466;1.2732e-313;113;113
0.84;1011.83;1011.79;1006.46;1006.57;0;0;0.000688876;0.0717959;2.24208e-44;1.80701e+22;-0.79;114.04;110.359;113.33;161.825;112.317;164.466;1.2732e-313;113;113
0.88;1011.81;1011.79;1006.44;1006.57;0;0;0.000845276;0.0717753;2.24208e-44;1.80701e+22;-0.79;114.27;110.39;113.56;161.855;112.317;164.466;1.2732e-313;113;113
0.92;1011.84;1011.79;1006.45;1006.57;0;0;0.000763676;0.0717212;2.24208e-44;1.80701e+22;-0.79;114.15;110.469;113.44;161.935;112.317;164.466;1.2732e-313;113;113
0.96;1011.86;1011.79;1006.46;1006.57;0;0;0.000736476;0.071631;2.24208e-44;1.80701e+22;-0.79;114.11;110.602;113.4;162.068;112.317;164.466;1.2732e-313;113;113
1;1011.86;1011.79;1006.45;1006.57;0;0;0.000702476;0.07147;2.24208e-44;1.80701e+22;-0.79;114.06;110.839;113.35;162.304;112.317;164.466;1.2732e-313;113;113
1.04;1011.84;1011.79;1006.45;1006.57;0;0;0.000695676;0.0716126;2.24208e-44;1.80701e+22;-0.79;114.05;110.629;113.34;162.095;112.317;164.466;1.2732e-313;113;113
1.08;1011.83;1011.79;1006.46;1006.57;0;0;0.000558984;0.0719696;2.24208e-44;1.80701e+22;-0.78;113.84;110.104;113.139;161.57;112.317;164.466;1.2732e-313;113;113
1.12;1011.84;1011.79;1006.49;1006.57;0;0;0.000776584;0.071958;2.24208e-44;1.80701e+22;-0.78;114.16;110.121;113.459;161.587;112.317;164.466;1.2732e-313;113;113
1.16;1011.84;1011.79;1006.5;1006.57;0;0;0.000749384;0.0719785;2.24208e-44;1.80701e+22;-0.78;114.12;110.091;113.419;161.557;112.317;164.466;1.2732e-313;113;113
1.2;1011.79;1011.79;1006.49;1006.57;0;0;0.000715384;0.0717505;2.24208e-44;1.80701e+22;-0.78;114.07;110.426;113.369;161.892;112.317;164.466;1.2732e-313;113;113
1.24;1011.81;1011.79;1006.48;1006.57;0;0;0.000531784;0.0716529;2.24208e-44;1.80701e+22;-0.78;113.8;110.57;113.099;162.035;112.317;164.466;1.2732e-313;113;113
1.28;1011.82;1011.79;1006.46;1006.57;0;0;0.000422984;0.0710149;2.24208e-44;1.80701e+22;-0.78;113.64;111.508;112.939;162.974;112.317;164.466;1.2732e-313;113;113
1.32;1011.81;1011.79;1006.45;1006.57;0;0;0.000361784;0.0713359;2.24208e-44;1.80701e+22;-0.78;113.55;111.036;112.849;162.502;112.317;164.466;1.2732e-313;113;113
1.36;1011.83;1011.79;1006.44;1006.57;0;0;0.000436584;0.0711719;2.24208e-44;1.80701e+22;-0.78;113.66;111.277;112.959;162.743;112.317;164.466;1.2732e-313;113;113
1.4;1011.81;1011.79;1006.44;1006.57;0;0;0.000538584;0.0713818;2.24208e-44;1.80701e+22;-0.78;113.81;110.968;113.109;162.434;112.317;164.466;1.2732e-313;113;113
1.44;1011.79;1011.79;1006.46;1006.57;0;0;0.000402584;0.0715464;2.24208e-44;1.80701e+22;-0.78;113.61;110.726;112.909;162.192;112.317;164.466;1.2732e-313;113;113
1.48;1011.81;1011.79;1006.46;1006.57;0;0;0.000518184;0.0719324;2.24208e-44;1.80701e+22;-0.78;113.78;110.159;113.079;161.624;112.317;164.466;1.2732e-313;113;113
1.52;1011.8;1011.79;1006.46;1006.57;0;0;0.000708584;0.0715121;2.24208e-44;1.80701e+22;-0.78;114.06;110.777;113.359;162.242;112.317;164.466;1.2732e-313;113;113
1.56;1011.83;1011.79;1006.46;1006.57;0;0;0.000701784;0.0716441;2.24208e-44;1.80701e+22;-0.78;114.05;110.582;113.349;162.048;112.317;164.466;1.2732e-313;113;113
1.6;1011.83;1011.79;1006.49;1006.57;0;0;0.000558984;0.0718174;2.24208e-44;1.80701e+22;-0.78;113.84;110.328;113.139;161.793;112.317;164.466;1.2732e-313;113;113
1.64;1011.85;1011.79;1006.49;1006.57;0;0;0.000586184;0.0718731;2.24208e-44;1.80701e+22;-0.78;113.88;110.246;113.179;161.712;112.317;164.466;1.2732e-313;113;113
1.68;1011.83;1011.79;1006.47;1006.57;0;0;0.000490984;0.0716912;2.24208e-44;1.80701e+22;-0.78;113.74;110.513;113.039;161.979;112.317;164.466;1.2732e-313;113;113
1.72;1011.84;1011.79;1006.47;1006.57;0;0;0.000402584;0.0716738;2.24208e-44;1.80701e+22;-0.78;113.61;110.539;112.909;162.005;112.317;164.466;1.2732e-313;113;113
1.76;1011.85;1011.79;1006.49;1006.57;0;0;0.000463784;0.0717654;2.24208e-44;1.80701e+22;-0.78;113.7;110.404;112.999;161.87;112.317;164.466;1.2732e-313;113;113
1.8;1011.88;1011.79;1006.5;1006.57;0;0;0.000546076;0.0715882;2.24208e-44;1.80701e+22;-0.79;113.83;110.665;113.12;162.13;112.317;164.466;1.2732e-313;113;113
